;ENSCAFT00000011480_90_90;ENST00000265651_90_90;ENST00000448981_90_90;ENST00000526785_90_90;ENST00000529137_90_90;ENST00000530401_90_90;ENST00000531080_90_90;ENST00000532057_90_90;ENST00000532927_90_90;ENST00000534136_90_90;ENSMUST00000028603_90_90;ENSMUST00000102565_90_90;ENSMUST00000111135_90_90;ENSMUST00000111136_90_90
ENSCAFT00000011480_90_90;1.0;0.9;1.0;0.7;0.3;0.9;0.2;0.2;0.5;0.9;0.938;0.688;0.625;0.625
ENST00000265651_90_90;0.9;1.0;0.769;0.727;0.333;0.692;0.273;0.273;0.545;0.833;1.0;0.818;0.727;0.889
ENST00000448981_90_90;1.0;0.769;1.0;0.538;0.308;0.917;0.154;0.154;0.5;0.769;0.818;1.0;0.909;0.727
ENST00000526785_90_90;0.7;0.727;0.538;1.0;0.083;0.583;0.375;0.375;0.273;0.583;0.778;0.636;0.7;0.667
ENST00000529137_90_90;0.3;0.333;0.308;0.083;1.0;0.231;0.0;0.0;0.571;0.333;0.333;0.273;0.182;0.375
ENST00000530401_90_90;0.9;0.692;0.917;0.583;0.231;1.0;0.167;0.167;0.417;0.692;0.727;0.909;1.0;0.636
ENST00000531080_90_90;0.2;0.273;0.154;0.375;0.0;0.167;1.0;1.0;0.0;0.167;0.222;0.182;0.2;0.111
ENST00000532057_90_90;0.2;0.273;0.154;0.375;0.0;0.167;1.0;1.0;0.0;0.167;0.222;0.182;0.2;0.111
ENST00000532927_90_90;0.5;0.545;0.5;0.273;0.571;0.417;0.0;0.0;1.0;0.545;0.556;0.455;0.364;0.625
ENST00000534136_90_90;0.9;0.833;0.769;0.583;0.333;0.692;0.167;0.167;0.545;1.0;1.0;0.818;0.727;0.889
ENSMUST00000028603_90_90;0.938;1.0;0.818;0.778;0.333;0.727;0.222;0.222;0.556;1.0;1.0;0.478;0.435;0.571
ENSMUST00000102565_90_90;0.688;0.818;1.0;0.636;0.273;0.909;0.182;0.182;0.455;0.818;0.478;1.0;0.923;0.667
ENSMUST00000111135_90_90;0.625;0.727;0.909;0.7;0.182;1.0;0.2;0.2;0.364;0.727;0.435;0.923;1.0;0.6
ENSMUST00000111136_90_90;0.625;0.889;0.727;0.667;0.375;0.636;0.111;0.111;0.625;0.889;0.571;0.667;0.6;1.0
