id_transcript;block_sequence
ENSCAFT00000000383_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.20.21.22.25.26.27.28.29.30.32.35.36.37.39.40.41
ENSCAFT00000035671_90_90;0.1.2.3.5.6.7.8.9.11.12.13.14.15.16.17.18.20.21.22.25.26.27.28.29.30.32.35.36.37.38.39.40
ENST00000353331_90_90;1.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.20.21.22.23.26.27.28.29.33.35.36.37.40.41
ENST00000392348_90_90;1.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.20.21.22.23.26.27.28.29.33.35.36.37.40.41
ENST00000527536_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.20.21.22.23.26.27.28.29.33.35.36.37.40.41
ENST00000527613_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.20.21.22.23.26.27.28.29.30.31
ENST00000527759_90_90;1.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.20.21.22.23.26.27.28.29.33.35.36.37.39.40.41
ENST00000529826_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.20.22.23.26.27.28
ENST00000530429_90_90;1.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.20.21.22.23.26.27.28.29.30.31
ENST00000530767_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.16.17.18.20.21.22.23.26.27.28.29.33.35.36.37.39.40.41
ENST00000531224_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.20.21.22.23.26.27.28.29.33.35.36.37.39.40.41
ENST00000532384_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.20.21.22.23.26.27.28.29.30.31
ENST00000533422_90_90;36.37.40.41
ENST00000533621_90_90;8.9.10.11.12.13.14.16
ENST00000534269_90_90;1.3.4.5.6.7.8.9.10.11.12.13.16.17.18.19
ENST00000534762_90_90;28.29.37.39.40.41
ENST00000628517_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.20.21.22.23.26.27.28.29.30.31
ENST00000640069_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.20.21.22.23.24.25.26
ENSMUST00000043881_90_90;1.2.3.4.5.7.8.9.10.11.13.14.15.16.17.18.20.21.22.25.26.27.28.29.33.34.35.36.37.39.40.41
ENSMUST00000092678_90_90;1.2.3.4.5.7.8.9.10.11.13.14.15.16.17.18.20.21.22.25.26.27.28.29.33.34.35.36.37.40.41
ENSMUST00000185800_90_90;1.3.4.5.7.8.9.10.11.13.14.15.16.17.18.20.21.22.25.26.27.28.29.33.34.35.36.37.39.40.41
ENSMUST00000186100_90_90;1.2.3.4.5.7.8.9.10.11.13.14.15.16.17.18.20.21.22.25.26.27.28.29.30.31
ENSMUST00000189158_90_90;18.19
ENSMUST00000190156_90_90;1.3.4.5.7.8.9.10.11.13.14.15.16.17.18.20.21.22.25.26.27.28.29.30.31
ENSMUST00000191438_90_90;9.10.11.13.14.15.16.17.18.20.21.22.25.26.27.28.29.33.34.35.36.37.40.41
