nucHom;degHom;tsm
1.0;1.0;1.0
0.973;0.775;0.874
0.979;0.839;0.909
0.971;0.812;0.891
0.072;0.1;0.086
0.295;0.433;0.364
0.003;0.033;0.018
0.12;0.138;0.129
0.94;0.778;0.859
0.99;0.962;0.976
0.979;0.852;0.915
0.212;0.24;0.226
0.419;0.5;0.46
0.973;0.775;0.874
1.0;1.0;1.0
0.991;0.966;0.978
0.999;1.0;1.0
0.076;0.065;0.071
0.303;0.433;0.368
0.008;0.033;0.021
0.118;0.1;0.109
0.96;0.88;0.92
0.988;0.852;0.92
0.999;0.96;0.98
0.206;0.154;0.18
0.428;0.583;0.505
0.979;0.839;0.909
0.991;0.966;0.978
1.0;1.0;1.0
0.971;0.912;0.942
0.067;0.027;0.047
0.286;0.333;0.309
0.0;0.0;0.0
0.137;0.143;0.14
0.933;0.826;0.879
0.994;0.917;0.956
0.971;0.913;0.942
0.224;0.208;0.216
0.411;0.522;0.467
0.971;0.812;0.891
0.999;1.0;1.0
0.971;0.912;0.942
1.0;1.0;1.0
0.075;0.057;0.066
0.3;0.382;0.341
0.007;0.029;0.018
0.114;0.083;0.099
0.958;0.909;0.933
0.968;0.84;0.904
0.998;1.0;0.999
0.204;0.16;0.182
0.427;0.591;0.509
0.072;0.1;0.086
0.076;0.065;0.071
0.067;0.027;0.047
0.075;0.057;0.066
1.0;1.0;1.0
0.277;0.25;0.264
0.054;0.125;0.089
0.499;0.333;0.416
0.081;0.091;0.086
0.072;0.12;0.096
0.078;0.083;0.081
0.311;0.375;0.343
0.182;0.133;0.158
0.295;0.433;0.364
0.303;0.433;0.368
0.286;0.333;0.309
0.3;0.382;0.341
0.277;0.25;0.264
1.0;1.0;1.0
0.021;0.056;0.038
0.385;0.294;0.34
0.259;0.391;0.325
0.287;0.44;0.363
0.299;0.478;0.388
0.651;0.357;0.504
0.556;0.562;0.559
0.003;0.033;0.018
0.008;0.033;0.021
0.0;0.0;0.0
0.007;0.029;0.018
0.054;0.125;0.089
0.021;0.056;0.038
1.0;1.0;1.0
0.0;0.0;0.0
0.008;0.05;0.029
0.0;0.0;0.0
0.008;0.045;0.026
0.0;0.0;0.0
0.018;0.077;0.048
0.12;0.138;0.129
0.118;0.1;0.109
0.137;0.143;0.14
0.114;0.083;0.099
0.499;0.333;0.416
0.385;0.294;0.34
0.0;0.0;0.0
1.0;1.0;1.0
0.083;0.087;0.085
0.14;0.208;0.174
0.119;0.125;0.122
0.394;0.5;0.447
0.175;0.125;0.15
0.94;0.778;0.859
0.96;0.88;0.92
0.933;0.826;0.879
0.958;0.909;0.933
0.081;0.091;0.086
0.259;0.391;0.325
0.008;0.05;0.029
0.083;0.087;0.085
1.0;1.0;1.0
0.933;0.8;0.867
0.961;0.926;0.944
0.209;0.143;0.176
0.447;0.6;0.523
0.99;0.962;0.976
0.988;0.852;0.92
0.994;0.917;0.956
0.968;0.84;0.904
0.072;0.12;0.096
0.287;0.44;0.363
0.0;0.0;0.0
0.14;0.208;0.174
0.933;0.8;0.867
1.0;1.0;1.0
0.971;0.867;0.919
0.224;0.241;0.232
0.413;0.467;0.44
0.979;0.852;0.915
0.999;0.96;0.98
0.971;0.913;0.942
0.998;1.0;0.999
0.078;0.083;0.081
0.299;0.478;0.388
0.008;0.045;0.026
0.119;0.125;0.122
0.961;0.926;0.944
0.971;0.867;0.919
1.0;1.0;1.0
0.201;0.133;0.167
0.429;0.556;0.493
0.212;0.24;0.226
0.206;0.154;0.18
0.224;0.208;0.216
0.204;0.16;0.182
0.311;0.375;0.343
0.651;0.357;0.504
0.0;0.0;0.0
0.394;0.5;0.447
0.209;0.143;0.176
0.224;0.241;0.232
0.201;0.133;0.167
1.0;1.0;1.0
0.454;0.222;0.338
0.419;0.5;0.46
0.428;0.583;0.505
0.411;0.522;0.467
0.427;0.591;0.509
0.182;0.133;0.158
0.556;0.562;0.559
0.018;0.077;0.048
0.175;0.125;0.15
0.447;0.6;0.523
0.413;0.467;0.44
0.429;0.556;0.493
0.454;0.222;0.338
1.0;1.0;1.0
