nucHom;degHom;tsm
1.0;1.0;1.0
1.0;1.0;1.0
0.137;0.25;0.194
0.317;0.25;0.283
0.651;0.625;0.638
0.137;0.25;0.194
0.143;0.375;0.259
0.853;0.875;0.864
0.518;0.5;0.509
0.137;0.25;0.194
1.0;1.0;1.0
1.0;1.0;1.0
0.87;0.875;0.873
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
0.127;0.222;0.174
0.317;0.25;0.283
0.605;0.556;0.581
0.131;0.222;0.176
0.143;0.375;0.259
0.85;0.778;0.814
0.518;0.5;0.509
0.131;0.222;0.176
1.0;1.0;1.0
1.0;1.0;1.0
0.87;0.875;0.873
1.0;1.0;1.0
0.137;0.25;0.194
0.127;0.222;0.174
1.0;1.0;1.0
0.0;0.0;0.0
0.074;0.125;0.1
0.527;0.5;0.514
0.613;0.5;0.556
0.146;0.222;0.184
0.229;0.4;0.315
0.527;0.5;0.514
0.137;0.25;0.194
0.137;0.25;0.194
0.157;0.286;0.221
0.137;0.25;0.194
0.317;0.25;0.283
0.317;0.25;0.283
0.0;0.0;0.0
1.0;1.0;1.0
0.194;0.143;0.168
0.0;0.0;0.0
0.0;0.0;0.0
0.169;0.111;0.14
0.0;0.0;0.0
0.0;0.0;0.0
0.317;0.25;0.283
0.317;0.25;0.283
0.364;0.286;0.325
0.317;0.25;0.283
0.651;0.625;0.638
0.605;0.556;0.581
0.074;0.125;0.1
0.194;0.143;0.168
1.0;1.0;1.0
0.078;0.125;0.102
0.089;0.286;0.188
0.698;0.556;0.627
0.558;0.429;0.494
0.078;0.125;0.102
0.651;0.625;0.638
0.651;0.625;0.638
0.749;0.714;0.732
0.651;0.625;0.638
0.137;0.25;0.194
0.131;0.222;0.176
0.527;0.5;0.514
0.0;0.0;0.0
0.078;0.125;0.102
1.0;1.0;1.0
0.741;0.5;0.621
0.152;0.222;0.187
0.244;0.4;0.322
1.0;1.0;1.0
0.137;0.25;0.194
0.137;0.25;0.194
0.157;0.286;0.221
0.137;0.25;0.194
0.143;0.375;0.259
0.143;0.375;0.259
0.613;0.5;0.556
0.0;0.0;0.0
0.089;0.286;0.188
0.741;0.5;0.621
1.0;1.0;1.0
0.167;0.375;0.271
0.275;0.75;0.512
0.741;0.5;0.621
0.143;0.375;0.259
0.143;0.375;0.259
0.164;0.429;0.296
0.143;0.375;0.259
0.853;0.875;0.864
0.85;0.778;0.814
0.146;0.222;0.184
0.169;0.111;0.14
0.698;0.556;0.627
0.152;0.222;0.187
0.167;0.375;0.271
1.0;1.0;1.0
0.605;0.5;0.552
0.152;0.222;0.187
0.853;0.875;0.864
0.853;0.875;0.864
0.723;0.75;0.736
0.853;0.875;0.864
0.518;0.5;0.509
0.518;0.5;0.509
0.229;0.4;0.315
0.0;0.0;0.0
0.558;0.429;0.494
0.244;0.4;0.322
0.275;0.75;0.512
0.605;0.5;0.552
1.0;1.0;1.0
0.244;0.4;0.322
0.518;0.5;0.509
0.518;0.5;0.509
0.595;0.571;0.583
0.518;0.5;0.509
0.137;0.25;0.194
0.131;0.222;0.176
0.527;0.5;0.514
0.0;0.0;0.0
0.078;0.125;0.102
1.0;1.0;1.0
0.741;0.5;0.621
0.152;0.222;0.187
0.244;0.4;0.322
1.0;1.0;1.0
0.137;0.25;0.194
0.137;0.25;0.194
0.157;0.286;0.221
0.137;0.25;0.194
1.0;1.0;1.0
1.0;1.0;1.0
0.137;0.25;0.194
0.317;0.25;0.283
0.651;0.625;0.638
0.137;0.25;0.194
0.143;0.375;0.259
0.853;0.875;0.864
0.518;0.5;0.509
0.137;0.25;0.194
1.0;1.0;1.0
1.0;1.0;1.0
0.87;0.875;0.873
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
0.137;0.25;0.194
0.317;0.25;0.283
0.651;0.625;0.638
0.137;0.25;0.194
0.143;0.375;0.259
0.853;0.875;0.864
0.518;0.5;0.509
0.137;0.25;0.194
1.0;1.0;1.0
1.0;1.0;1.0
0.87;0.875;0.873
1.0;1.0;1.0
0.87;0.875;0.873
0.87;0.875;0.873
0.157;0.286;0.221
0.364;0.286;0.325
0.749;0.714;0.732
0.157;0.286;0.221
0.164;0.429;0.296
0.723;0.75;0.736
0.595;0.571;0.583
0.157;0.286;0.221
0.87;0.875;0.873
0.87;0.875;0.873
1.0;1.0;1.0
0.87;0.875;0.873
1.0;1.0;1.0
1.0;1.0;1.0
0.137;0.25;0.194
0.317;0.25;0.283
0.651;0.625;0.638
0.137;0.25;0.194
0.143;0.375;0.259
0.853;0.875;0.864
0.518;0.5;0.509
0.137;0.25;0.194
1.0;1.0;1.0
1.0;1.0;1.0
0.87;0.875;0.873
1.0;1.0;1.0
