id_transcript;id_transcript;orthologs
ENSCAFT00000026430_90_90;ENSCAFT00000026430_90_90;ENST00000310418_90_90
ENST00000310418_90_90;ENST00000310418_90_90;ENSCAFT00000026430_90_90
ENST00000345807_90_90;ENST00000345807_90_90;null
ENST00000502877_90_90;ENST00000502877_90_90;null
ENST00000508425_90_90;ENST00000508425_90_90;null
ENST00000510734_90_90;ENST00000510734_90_90;ENSMUST00000049575_90_90
ENSMUST00000049575_90_90;ENSMUST00000049575_90_90;ENST00000510734_90_90
ENSMUST00000091609_90_90;ENSMUST00000091609_90_90;null
ENSMUST00000140142_90_90;ENSMUST00000140142_90_90;null
