id_transcript;id_gene
ENSCAFT00000022170_90_90;ENSCAFG00000013961_90
ENST00000264731_90_90;ENSG00000073282_90
ENST00000320472_90_90;ENSG00000073282_90
ENST00000354600_90_90;ENSG00000073282_90
ENST00000392460_90_90;ENSG00000073282_90
ENST00000392461_90_90;ENSG00000073282_90
ENST00000392463_90_90;ENSG00000073282_90
ENST00000418709_90_90;ENSG00000073282_90
ENST00000434928_90_90;ENSG00000073282_90
ENST00000437221_90_90;ENSG00000073282_90
ENST00000440651_90_90;ENSG00000073282_90
ENST00000449992_90_90;ENSG00000073282_90
ENST00000456148_90_90;ENSG00000073282_90
ENSMUST00000040231_90_90;ENSMUSG00000022510_90
ENSMUST00000065523_90_90;ENSMUSG00000022510_90
ENSMUST00000115304_90_90;ENSMUSG00000022510_90
ENSMUST00000115305_90_90;ENSMUSG00000022510_90
ENSMUST00000115306_90_90;ENSMUSG00000022510_90
ENSMUST00000115307_90_90;ENSMUSG00000022510_90
ENSMUST00000115308_90_90;ENSMUSG00000022510_90
ENSMUST00000115310_90_90;ENSMUSG00000022510_90
