id_transcript;blocks
transcript21_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|44|45
transcript8_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|17|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|45
transcript8_ENSHGLG00000019563;0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|17|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|45
transcript14_ENSHGLG00100006079;0|3|5|7|9|11|13|17|18|19|20|22|23|24|26|28|30|32|33|36|38|40|41|42|43|44|45
transcript7_ENSHGLG00100006079;0|3|5|7|9|11|13|17|18|19|20|22|23|24|26|28|30|32|33|36|38|40|41|42|43|44|45
transcript27_ENSHGLG00000019563;0|1|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45
transcript18_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45
transcript13_ENSHGLG00000019563;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45
transcript19_ENSHGLG00000019563;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45
transcript26_ENSHGLG00000019563;0|1|15|16|17|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45
transcript2_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45
transcript16_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|44|45
transcript16_ENSHGLG00000019563;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|44|45
transcript23_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|44|45
transcript22_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|23|33|34|41|43|44|45
transcript28_ENSHGLG00000019563;0|1|15|16|17|43|44|45
transcript2_ENSPCIG00000036398;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45
transcript19_ENSPCIG00000036398;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45
