id_transcript;blocks
transcript52_ENSMUGG00000013592;0|2|3|4|5|7|8|9|11|13|15|17|19|21|23|25|27|28|29|30|31|32|33|34|35|43|45|47|49|50|54|55|56|60|67|69|71|73|75|77
transcript55_ENSCGRG00015005362;0|1|2|3|4|5|6|7|8|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77
transcript52_ENSCGRG00015005362;0|1|2|3|4|5|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|43|44|45|46|47|48|49|50|52|56|60|67|68|69|70|71|72|73|74|75|76|77
transcript7_MGP-CAROLIEiJ-G0020234;0|1|2|4|7|28|29|30|31|50|51|52|53|54|56|57|58|59|60|61|62|63|65
transcript58_MGP-CAROLIEiJ-G0020234;0|1|2|4|7|28|29|30|31|33|34|39|41|42|50|51|52|53|54|56|57|58|59|60|61|62|63|65
transcript57_MGP-CAROLIEiJ-G0020234;0|1|2|4|7|29|31|34|39|41|42|50|51|52|53|54|56|57|58|59|60|61|62|63|65
transcript59_MGP-CAROLIEiJ-G0020234;0|1|2|4|7|29|31|34|39|41|42|50|51|52|53|54|56|57|58|59|60|61|62|63|65
transcript7_ENSMUGG00000013649;0|1|2|3|4|7|28|29|30|31|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65
transcript28_ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|38|39|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77
transcript42_ENSMUGG00000013649;0|1|2|3|4|5|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|38|39|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77
transcript7_ENSMUGG00000013592;0|2|3|4|7|28|29|30|31|50|51|52|53|54|55|56|57|59|60|61|63|64|65
transcript42_ENSMUGG00000013592;0|2|3|4|5|7|8|9|11|13|15|17|19|21|23|25|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|45|47|49|50|51|52|53|54|55|56|57|59|60|61|63|64|65|66|67|69|71|73|75|77
transcript7_ENSPEMG00000024651;0|1|2|3|4|7|28|29|30|31|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65
transcript7_ENSCGRG00015005362;0|1|2|3|4|7|28|29|30|31|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65
transcript7_ENSCGRG00000018457;0|1|2|3|4|7|28|29|30|31|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65
transcript54_ENSCGRG00015005362;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77
transcript53_ENSCGRG00015005362;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77
