id_transcript;block_sequence
ENSCAFT00000047985_90_90;2.3.5.7.9.10.12.14.15.16.17.18.19.20.21.22.23
ENST00000320280_90_90;18.19.20.21.23
ENST00000510030_90_90;16
ENST00000511551_90_90;3.4.5.6.7.8.9.10.12.14.15.16.17.18
ENST00000614488_90_90;0.10.12.14.15.16.17.18.19
ENST00000618166_90_90;0.15.16.17.18.19.20.21.22.23
ENST00000621999_90_90;0.10.12.14.15.16.17.18.19.20.21.22.23
ENSMUST00000022197_90_90;1.11.12.13.15.16.17.18.19.20.21.22.23
ENSMUST00000138255_90_90;16.17.18.19.20
ENSMUST00000152555_90_90;16.17.18.19.20.21.22.23
ENSMUST00000153558_90_90;16.17.18.19.20.21.22.23
