id_transcript;block_sequence
ENSCAFT00000003109_90_90;1.2.3.4.5.6.7.8.9.10.11.14.15.16.17.18.21.23.24.25.26.27
ENSCAFT00000045366_90_90;1.2.3.4.5.6.7.8.9.10.11.14.15.16.17.18.19.20.21.23.24.25.26.27
ENST00000340022_90_90;1.2.3.4.5.6.7.8.9.10.13.14.15.16.17.18.19.20.21.23.24.25.26.27
ENST00000394503_90_90;1.2.3.4.5.6.7.8.9.10.13.14.15.16.17.18.21.23.24.25.26.27
ENST00000394505_90_90;1.2.3.4.5.6.7.8.9.10.13.14.15.16.17.18.19.20.21.23.24.25.26.27
ENST00000394507_90_90;1.2.3.4.5.6.7.8.9.10.13.14.15.16.17.18.19.20.21.23.24.25.26.27
ENST00000412043_90_90;1.2.3.4.5.6.7.8.9.10.13.14.15.16.17.18.19.20.21.23.24.25.26.27
ENST00000413688_90_90;1.2.3.4.5.6.7
ENST00000422347_90_90;1.2
ENST00000425073_90_90;1
ENST00000425919_90_90;1.2.3.4
ENST00000430102_90_90;1.2.3.4.5.6.7.8
ENST00000433016_90_90;1.2.3.4.5.6.7.8.9.10.13.14
ENST00000440209_90_90;1.2.3.4.5.6.7.8.9
ENST00000444960_90_90;1.2.3
ENST00000445516_90_90;16.18.19.20.21.23
ENST00000452773_90_90;1.2.3.4.5
ENST00000454017_90_90;1.2.3.4.5.6.7.8.9.10.11.12
ENST00000458177_90_90;1.2.3.4.5.6.7.8.9.10.13.14.15.16.17
ENST00000458493_90_90;1.2.3.4.5.6
ENSMUST00000080085_90_90;1.2.3.4.5.6.7.8.9.10.11.14.15.16.17.18.19.20.22.23.24.25.26.27
ENSMUST00000171023_90_90;1.2.3.4.5.6.7.8.9.10.11.14.15.16.17.18.19.20.22.23.24.27
ENSMUST00000198079_90_90;0.1.2.3.4.5.6.7.8.9
ENSMUST00000200386_90_90;1.2.3.4.5.6.7.8.9.10.11.14.15.16.17.18.22.23.24.25.28
ENSMUST00000200577_90_90;1.2.3.4.5.6.7.8.9.10.11.14.15.16.17.18.19
