id_transcript;id_gene
ENSCAFT00000020388_90_90;ENSCAFG00000012854_90
ENSCAFT00000043901_90_90;ENSCAFG00000012854_90
ENST00000256953_90_90;ENSG00000134533_90
ENST00000393736_90_90;ENSG00000134533_90
ENST00000536465_90_90;ENSG00000134533_90
ENST00000537647_90_90;ENSG00000134533_90
ENST00000538313_90_90;ENSG00000134533_90
ENST00000545567_90_90;ENSG00000134533_90
ENST00000546331_90_90;ENSG00000134533_90
ENSMUST00000032347_90_90;ENSMUSG00000030222_90
ENSMUST00000117919_90_90;ENSMUSG00000030222_90
ENSMUST00000119610_90_90;ENSMUSG00000030222_90
ENSMUST00000149100_90_90;ENSMUSG00000030222_90
ENSMUST00000203003_90_90;ENSMUSG00000030222_90
