id_transcript;blocks
transcript7_ENSMSIG00000000513;1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|34|35|36|37|38|39|40|41|42|57|58|59|60|61
transcript7_ENSMUSG00000054036;1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|34|35|36|37|38|39|40|41|42|57|58|59|60|61
transcript26_ENSMSIG00000000513;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61
transcript26_MGP-PahariEiJ-G0020237;0|1|2|3|4|5|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|32|33|34|35|36|37|38|39|40|41|42|43|44|45|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61
transcript41_ENSMSIG00000000513;1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|32|33|56|57|58|59|60|61
transcript41_MGP-SPRETEiJ-G0021131;1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|27|32|33|56|57|58|59|60|61
transcript43_ENSMSIG00000000513;1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|32|33|56|57|58|59|60|61
transcript43_MGP-CAROLIEiJ-G0020234;1|2|3|5|6|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|32|33|56|57|59|61
transcript46_ENSMSIG00000000513;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|32|33|54|55|56|57|58|59|60|61
transcript47_ENSMSIG00000000513;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61
transcript48_ENSMSIG00000000513;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|32|33|54|55|56|57|58|59|60|61
transcript49_ENSMSIG00000000513;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|56|57|58|59|60|61
transcript22_MGP-SPRETEiJ-G0021131;1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|27|28|29|32|33|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|71|72|73|74|75|76|77|78|79|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106
transcript22_MGP-CAROLIEiJ-G0020234;1|2|3|5|6|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|32|33|54|55|56|57|59|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|103|104|105|106
transcript36_ENSMUSG00000054036;1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|32|33|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106
transcript8_MGP-CAROLIEiJ-G0020234;1|2|3|5|6|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|33|54|55|56|57|59|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|103|104|105|106
transcript32_MGP-CAROLIEiJ-G0020234;1|2|3|5|6|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|54|55|56|57|59|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|103|104|105|106
transcript32_ENSRNOG00000031503;1|3|4|5|6|7|8|9|10|11|13|15|17|18|19|21|23|25|27|28|54|55|56|57|58|59|60|61|62|64|66|67|69|70|71|73|74|75|77|79|80|81|82|83|85|87|89|91|93|95|97|99|101|102|104|106
transcript32_ENSMUGG00000013592;1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106
transcript33_MGP-CAROLIEiJ-G0020234;1|2|3|5|6|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|56|57|59|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|103|104|105|106
transcript33_ENSRNOG00000031503;1|3|4|5|6|7|8|9|10|11|13|15|17|18|19|21|23|25|27|28|29|56|57|58|59|60|61|62|64|66|67|69|70|71|73|74|75|77|79|80|81|82|83|85|87|89|91|93|95|97|99|101|102|104|106
transcript33_ENSMUGG00000013592;1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106
transcript42_MGP-CAROLIEiJ-G0020234;1|2|3|5|6|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|54|55|56|57|59|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|103|104|105|106
transcript9_ENSRNOG00000031503;1|3|4|5|6|7|8|9|10|11|13|15|17|18|19|21|23|25|27|28|32|33|54|55|67|69|70|71|73|74|75|77|79|80|81|82|83|85|87|89|91|93|95|97|99|101|102|104|106
transcript18_ENSRNOG00000031503;0|1|3|4|5|6|7|8|9|10|11|13|15|17|18|19|21|23|25|27|28|29|30|32|33|34|36|38|40|42|43|45|46|47|49|51|53|54|55|56|57|58|59|60|61|62|64|66|67|69|70|71|73|74|75|77|79|80|81|82|83|85|87|89|91|93|95|97|99|101|102|104|106
transcript18_ENSMUGG00000013592;0|1|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106
transcript19_ENSRNOG00000031503;0|1|3|4|5|6|7|8|9|10|11|13|15|17|18|19|21|23|25|27|28|29|30|32|33|54|55|56|57|58|59|60|61|62|64|66|67|69|70|71|73|74|75|77|79|80|81|82|83|85|87|89|91|93|95|97|99|101|102|104|106
transcript21_ENSRNOG00000031503;1|3|4|5|6|7|8|9|10|11|13|15|17|18|19|21|23|25|27|28|29|30|32|33|54|55|56|57|58|59|60|61|62|64|66|67|69|70|71|73|74|75|77|79|80|81|82|83|85|87|89|91|93|95|97|99|101|102|104|106
transcript23_ENSRNOG00000031503;1|3|4|5|6|7|8|9|10|11|13|15|17|18|19|21|23|25|27|28|29|30|32|33|54|55|56|57|58|59|60|61|62|64|66|67|69|70|71|73|74|75|77|79|80|81|82|83|85|87|89|91|93|95|97|99|101|102|104|106
transcript34_ENSMUGG00000013592;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106
transcript35_ENSMUGG00000013592;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106
