id_transcript;block_sequence
ENSCAFT00000004613_90_90;4.5.6.7.8.9.10.11.12.13
ENSCAFT00000004622_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13
ENST00000354667_90_90;0.2.3.4.5.6.7.8.9.10.11.12.13
ENST00000356674_90_90;0.3.4.5.6.7.8.9.10.11.12.13
ENST00000360787_90_90;0.2.3.4.5.6.7.8.9.10.11.12.13
ENST00000618183_90_90;0.2.3.4.5.8.9.10.11
ENSMUST00000069949_90_90;0.3.4.5.6.7.8.11.12.13
ENSMUST00000090002_90_90;0.3.4.5.6.7.8.9.10.11.12.13
ENSMUST00000114459_90_90;0.2.3.4.5.6.7.8.9.10.11.12.13
ENSMUST00000203220_90_90;0.3.4.5.6.7.8.9.10.11.12.13
ENSMUST00000203253_90_90;5.6.10.11.12
ENSMUST00000203954_90_90;0.2.3.4.5.6.7.8.9.10.11.12.13
ENSMUST00000204158_90_90;0.3.4.5.6.7.8.11.12.13
ENSMUST00000204188_90_90;0.3.4.5.6.7.8.11.12.13
