id_transcript;block_sequence
ENSCAFT00000028452_90_90;0.1.4.7.8.9.11.12.13.14.15.16.17.18.19
ENST00000331224_90_90;0.1.4.5.8.9.11.12.13.14.18.19
ENST00000341267_90_90;0.1.4.5.8.9.11.12.13.14.15.16.17.18.19
ENST00000392848_90_90;0.1.4.5.8
ENST00000556051_90_90;0.1.4.5.6
ENSMUST00000056110_90_90;0.3.4.7.8.9.10.11.12.13.14.15.16.17.18.19
ENSMUST00000109841_90_90;0.3.4.7.8.9.10.11.12.18.19
ENSMUST00000109842_90_90;0.3.4.7.8.9.10.11.12.13.14.18.19
ENSMUST00000109843_90_90;0.3.4.7.8.9.10.11.12.19
ENSMUST00000109844_90_90;0.3.4.7.8.9.10.11.12.13.14.15.16.17.18.19
ENSMUST00000109846_90_90;0.3.4.7.8.9.10.11.12.13.14.17.18.19
ENSMUST00000124293_90_90;2.3.4.7.8.9.10.11
ENSMUST00000173539_90_90;0.3.4.7.8.9.10.11.12.13.14.19
ENSMUST00000173812_90_90;14.16.17.18.19
