nucHom;degHom;tsm
1.0;1.0;1.0
1.0;1.0;1.0
0.798;1.0;0.899
0.215;1.0;0.608
1.0;1.0;1.0
0.91;1.0;0.955
0.798;1.0;0.899
0.451;0.465;0.458
0.993;1.0;0.996
0.262;0.593;0.427
0.298;0.556;0.427
0.262;0.593;0.427
0.262;0.593;0.427
0.42;0.778;0.599
0.179;0.37;0.274
0.029;0.111;0.07
0.262;0.593;0.427
0.262;0.593;0.427
0.029;0.111;0.07
0.778;1.0;0.889
0.903;1.0;0.952
0.903;1.0;0.952
0.174;1.0;0.587
0.256;0.967;0.611
0.252;0.867;0.559
0.224;0.767;0.495
0.174;0.667;0.42
0.174;0.667;0.42
0.293;0.933;0.613
0.288;0.967;0.627
0.814;1.0;0.907
0.0;0.0;0.0
1.0;1.0;1.0
1.0;1.0;1.0
0.798;1.0;0.899
0.215;1.0;0.608
1.0;1.0;1.0
0.91;1.0;0.955
0.798;1.0;0.899
0.451;0.465;0.458
0.993;1.0;0.996
0.262;0.593;0.427
0.298;0.556;0.427
0.262;0.593;0.427
0.262;0.593;0.427
0.42;0.778;0.599
0.179;0.37;0.274
0.029;0.111;0.07
0.262;0.593;0.427
0.262;0.593;0.427
0.029;0.111;0.07
0.778;1.0;0.889
0.903;1.0;0.952
0.903;1.0;0.952
0.174;1.0;0.587
0.256;0.967;0.611
0.252;0.867;0.559
0.224;0.767;0.495
0.174;0.667;0.42
0.174;0.667;0.42
0.293;0.933;0.613
0.288;0.967;0.627
0.814;1.0;0.907
0.0;0.0;0.0
0.798;1.0;0.899
0.798;1.0;0.899
1.0;1.0;1.0
0.268;1.0;0.634
0.719;0.953;0.836
0.756;1.0;0.878
1.0;1.0;1.0
0.554;0.538;0.546
0.722;0.908;0.815
0.233;0.571;0.402
0.204;0.476;0.34
0.233;0.571;0.402
0.233;0.571;0.402
0.322;0.857;0.59
0.108;0.286;0.197
0.05;0.143;0.097
0.233;0.571;0.402
0.233;0.571;0.402
0.05;0.143;0.097
0.878;1.0;0.939
0.703;1.0;0.851
0.703;1.0;0.851
0.355;1.0;0.677
0.244;1.0;0.622
0.193;0.893;0.543
0.175;0.821;0.498
0.136;0.714;0.425
0.136;0.714;0.425
0.188;0.821;0.504
0.193;0.893;0.543
0.771;1.0;0.885
0.069;0.108;0.088
0.215;1.0;0.608
0.215;1.0;0.608
0.268;1.0;0.634
1.0;1.0;1.0
0.22;1.0;0.61
0.206;1.0;0.603
0.268;1.0;0.634
0.312;0.545;0.428
0.232;0.455;0.344
0.322;1.0;0.661
0.14;0.488;0.314
0.322;1.0;0.661
0.322;1.0;0.661
0.0;0.0;0.0
0.072;0.244;0.158
0.307;0.805;0.556
0.322;1.0;0.661
0.322;1.0;0.661
0.307;0.805;0.556
0.264;1.0;0.632
0.114;1.0;0.557
0.114;1.0;0.557
0.0;0.0;0.0
0.517;0.948;0.732
0.254;0.483;0.368
0.199;0.362;0.28
0.172;0.345;0.258
0.172;0.345;0.258
0.33;0.672;0.501
0.325;0.638;0.482
0.136;1.0;0.568
0.0;0.0;0.0
1.0;1.0;1.0
1.0;1.0;1.0
0.719;0.953;0.836
0.22;1.0;0.61
1.0;1.0;1.0
0.91;0.869;0.889
0.719;0.953;0.836
0.451;0.465;0.458
0.991;1.0;0.996
0.261;0.593;0.427
0.298;0.556;0.427
0.261;0.593;0.427
0.261;0.593;0.427
0.42;0.778;0.599
0.179;0.37;0.274
0.029;0.111;0.07
0.261;0.593;0.427
0.261;0.593;0.427
0.029;0.111;0.07
0.725;0.873;0.799
0.903;1.0;0.952
0.903;1.0;0.952
0.144;0.476;0.31
0.256;0.967;0.611
0.252;0.867;0.559
0.224;0.767;0.495
0.174;0.667;0.42
0.174;0.667;0.42
0.293;0.933;0.613
0.288;0.967;0.627
0.749;0.935;0.842
0.0;0.0;0.0
0.91;1.0;0.955
0.91;1.0;0.955
0.756;1.0;0.878
0.206;1.0;0.603
0.91;0.869;0.889
1.0;1.0;1.0
0.756;1.0;0.878
0.421;0.465;0.443
0.902;1.0;0.951
0.241;0.593;0.417
0.272;0.556;0.414
0.241;0.593;0.417
0.241;0.593;0.417
0.382;0.778;0.58
0.163;0.37;0.267
0.027;0.111;0.069
0.241;0.593;0.417
0.241;0.593;0.417
0.027;0.111;0.069
0.801;1.0;0.901
0.821;1.0;0.91
0.821;1.0;0.91
0.21;1.0;0.605
0.235;0.967;0.601
0.229;0.867;0.548
0.204;0.767;0.485
0.159;0.667;0.413
0.159;0.667;0.413
0.266;0.933;0.6
0.262;0.967;0.615
0.752;1.0;0.876
0.013;0.016;0.014
0.798;1.0;0.899
0.798;1.0;0.899
1.0;1.0;1.0
0.268;1.0;0.634
0.719;0.953;0.836
0.756;1.0;0.878
1.0;1.0;1.0
0.554;0.538;0.546
0.722;0.908;0.815
0.233;0.571;0.402
0.204;0.476;0.34
0.233;0.571;0.402
0.233;0.571;0.402
0.322;0.857;0.59
0.108;0.286;0.197
0.05;0.143;0.097
0.233;0.571;0.402
0.233;0.571;0.402
0.05;0.143;0.097
0.878;1.0;0.939
0.703;1.0;0.851
0.703;1.0;0.851
0.355;1.0;0.677
0.244;1.0;0.622
0.193;0.893;0.543
0.175;0.821;0.498
0.136;0.714;0.425
0.136;0.714;0.425
0.188;0.821;0.504
0.193;0.893;0.543
0.771;1.0;0.885
0.069;0.108;0.088
0.451;0.465;0.458
0.451;0.465;0.458
0.554;0.538;0.546
0.312;0.545;0.428
0.451;0.465;0.458
0.421;0.465;0.443
0.554;0.538;0.546
1.0;1.0;1.0
0.444;0.303;0.373
0.378;0.5;0.439
0.255;0.324;0.289
0.378;0.5;0.439
0.378;0.5;0.439
0.42;0.677;0.548
0.14;0.2;0.17
0.163;0.278;0.221
0.378;0.5;0.439
0.378;0.5;0.439
0.163;0.278;0.221
0.54;0.545;0.542
0.481;0.5;0.49
