id_transcript;block_sequence
ENSCAFT00000026918_90_90;0.1.7.8.11.12.13.14.16.17.20.21.22.23.24.25.26.27.28.29
ENST00000268049_90_90;3.6.7.10.11.12.13.14.15.19.20.21.22.23.24.25.26.27.28.29
ENST00000380324_90_90;0.6.7.10.11.12.13.14.15.19.20.21.22.23.24.25.26.27.28.29
ENST00000538686_90_90;14
ENST00000540797_90_90;0.6.7.19.20.21.22.23.24.25.26.27.28.29
ENST00000557884_90_90;0.2
ENST00000558157_90_90;0.2
ENST00000558285_90_90;5.6.7.10.11.12.13.14.15.19.20.21.22.23.24.25.26.27.28.29
ENST00000559192_90_90;0.6.7.8.9
ENST00000559257_90_90;13.14.15.19.20.21.22.23.24.25.26.27.28.29
ENST00000559276_90_90;3.6.7.10.11
ENST00000559711_90_90;18.19.20.21.22.23.24.25.26.27.28.29
ENST00000559771_90_90;3.6.7.10.11.12.13.14.15.19.20.21.22
ENST00000559873_90_90;0.27
ENST00000560070_90_90;0.6.7.19.20.21.22.23
ENST00000560202_90_90;29
ENST00000561442_90_90;0.4.6.7.10.11.12.13.14.15.19.20
ENSMUST00000098613_90_90;0.1.7.8.11.12.13.14.16.17.20.21.22.23.24.26.27.28.29
ENSMUST00000127569_90_90;0.1.7.8.11.12.13.14.16.17.20.21.22.23.24.25.26.27.28.29
ENSMUST00000139547_90_90;0.17.20.21
ENSMUST00000174387_90_90;0.1.7.17.20.21.22.23.24.25.26.27.28.29
