id_transcript;block_sequence
ENSCAFT00000005773_90_90;0.3.4.7.8.9.10.11.12.13.14.15.16.18.19.20.22.23.24.25.26.27.28.29.30.31.32.33.35.36.37.38.39.41.42.44.46.48.49.50.51.52.53.55.57.59.61
ENST00000391851_90_90;14.15.16.17.18.39.40.41.42.43.44.45.46.47.48.49.51.52.53.54.55.56.57.58.59.60.61.62.63.64.65.66.67.68.69
ENST00000454376_90_90;14.15.16.17.18.27.28.39.40.41.42.43.44.45.46.47.48.49.51.52.53.54.55.56.57.58.59.60.61.62.63.64.65.66.67.68.69
ENST00000524771_90_90;15.16.17.18.19.20.21.22.27.28.39.40.41.42.43.44.45.46.47.48.49.51.52.53.54.55.56.57.58.59.60.61.62.63.64.65.66
ENST00000526224_90_90;42.43.44.45.46.47.48.49.51.52.53.54.55.56.57.58.59.60.61.62.63.64.65
ENST00000527382_90_90;42.43.44.45.46.47.48.49.51.52.53.54.55.56.57.58.59.60.61.62.63.64.65.66.67
ENST00000528623_90_90;38.39.40.41.42.43.44.45.46.47.48.49.51
ENST00000529284_90_90;42.43.44.45.46.47.48.49.51.52.53.54.55.56.57.58.59.60.61.62.63.64
ENST00000529836_90_90;38.39.40.41.42.43.44.45.46.47.48.49.51.52.53.54.55.56.57.58.59.60.61.62
ENST00000532489_90_90;42.43.44.45.46.47.48.49.51.52.53.54.55.56.57.58.59.60.61.62.63.64.65.66.67.68.69
ENST00000534280_90_90;14.15.16.17.18.27.28.29.31.32.33.34.35.36
ENST00000534465_90_90;42.43.44.45.46.47.48.49.51.52.53.54.55.56.57.58.59.60.61.62.63.64.65.66.67.68
ENST00000610806_90_90;14.15.16.17.18.39.40.41.42.43.44.45.46.47.48.49.51.52.53.54.55.56.57.58.59.60.61.62.63.69
ENSMUST00000045325_90_90;2.3.10.11.12.13.14.15.16.18.19.20.22.23.24.25.26.27.28.29.30.31.32.33.35.36.37.38.39.41.42.44.46.48.49.50.51.52.53.55.57.59.61
ENSMUST00000107843_90_90;2.3.4.5.8.9.10.11.12.13.14.15.16.18.19.20.22.23.24.25.26.27.28.29.30.31.32.33.35.36.37.38.39.41.42.44.46.48.49.50.51.52.53.55.57.59.61
ENSMUST00000207370_90_90;2.3.8.9.10.11.12.13.14.15.16.18.19.20.22.23.24.25.26.27.28.29.30.31.32.33.35.36.37.38.39.41.42.44.46.48.49.50.51.52.53.55.57.59.61
ENSMUST00000207522_90_90;2.3.4.5.6
ENSMUST00000207659_90_90;2.3.8.9.10.11.12.13.14.15.33.35.36.37.38.39.41.42.44.46.48.49.50.51.52.53.55.57.59.61
ENSMUST00000208312_90_90;2.3.8.9.10.11.12.13.14.15.16.18.19.20.22.23.32.33.35.36.37.38.39.41.42.44.46.48
ENSMUST00000208778_90_90;13.14.15.16.18.19.20.22.23.24.25.28.29.30.31.32.33.35.36.37.38.39.41.42.44.46.48.49.50.51.52
ENSMUST00000208829_90_90;2.3.36.37.38.39.41.42.44.46.48.49.50.51.52.53.55.57.59.61
ENSMUST00000208938_90_90;9.10.11.12.24
ENSMUST00000209056_90_90;1.8.9.10.12.13.14.15.16.18.19.20.22.23
ENSMUST00000209124_90_90;20.22.23.24.25.26.27.28.29.30.31.32.33.35.36.37.38.39.41.42.44.46.48.49.50.51.52.53.55.57.59.61
