nucHom;degHom;tsm
1.0;1.0;1.0
0.958;0.842;0.9
0.741;0.684;0.713
0.873;0.789;0.831
0.958;0.842;0.9
0.948;0.789;0.869
0.996;0.895;0.946
0.964;0.842;0.903
0.835;0.737;0.786
0.255;0.368;0.311
0.996;0.895;0.946
0.197;0.263;0.23
0.04;0.105;0.072
0.561;0.684;0.623
0.722;0.842;0.782
0.321;0.421;0.371
0.997;0.947;0.972
0.874;0.842;0.858
0.949;0.842;0.895
0.742;0.737;0.74
0.959;0.895;0.927
0.479;0.474;0.476
0.04;0.105;0.072
0.454;0.421;0.438
0.836;0.789;0.812
0.997;0.947;0.972
0.958;0.842;0.9
1.0;1.0;1.0
0.675;0.545;0.61
0.802;0.636;0.719
1.0;1.0;1.0
0.914;0.85;0.882
0.962;0.95;0.956
0.877;0.783;0.83
0.832;0.667;0.75
0.22;0.4;0.31
0.962;0.95;0.956
0.162;0.3;0.231
0.044;0.158;0.101
0.559;0.619;0.589
0.658;0.773;0.716
0.271;0.273;0.272
0.96;0.895;0.927
0.801;0.619;0.71
0.912;0.789;0.851
0.674;0.524;0.599
0.998;0.944;0.971
0.501;0.588;0.544
0.044;0.176;0.11
0.394;0.4;0.397
0.831;0.65;0.74
0.96;0.895;0.927
0.741;0.684;0.713
0.675;0.545;0.61
1.0;1.0;1.0
0.856;0.882;0.869
0.675;0.545;0.61
0.665;0.5;0.583
0.711;0.591;0.651
0.692;0.542;0.617
0.815;0.824;0.819
0.141;0.143;0.142
0.711;0.591;0.651
0.081;0.1;0.09
0.0;0.0;0.0
0.516;0.765;0.641
0.429;0.458;0.444
0.463;0.6;0.531
0.71;0.571;0.64
0.854;0.824;0.839
0.664;0.476;0.57
0.998;0.933;0.966
0.674;0.524;0.599
0.215;0.2;0.208
0.0;0.0;0.0
0.214;0.19;0.202
0.813;0.765;0.789
0.71;0.571;0.64
0.873;0.789;0.831
0.802;0.636;0.719
0.856;0.882;0.869
1.0;1.0;1.0
0.802;0.636;0.719
0.792;0.591;0.692
0.838;0.682;0.76
0.815;0.625;0.72
0.959;0.941;0.95
0.126;0.182;0.154
0.838;0.682;0.76
0.07;0.091;0.081
0.0;0.0;0.0
0.66;0.882;0.771
0.55;0.542;0.546
0.396;0.529;0.463
0.836;0.667;0.752
0.998;0.941;0.97
0.79;0.571;0.68
0.854;0.824;0.839
0.8;0.619;0.71
0.342;0.3;0.321
0.0;0.0;0.0
0.337;0.286;0.311
0.957;0.882;0.919
0.836;0.667;0.752
0.958;0.842;0.9
1.0;1.0;1.0
0.675;0.545;0.61
0.802;0.636;0.719
1.0;1.0;1.0
0.914;0.85;0.882
0.962;0.95;0.956
0.877;0.783;0.83
0.832;0.667;0.75
0.22;0.4;0.31
0.962;0.95;0.956
0.162;0.3;0.231
0.044;0.158;0.101
0.559;0.619;0.589
0.658;0.773;0.716
0.271;0.273;0.272
0.96;0.895;0.927
0.801;0.619;0.71
0.912;0.789;0.851
0.674;0.524;0.599
0.998;0.944;0.971
0.501;0.588;0.544
0.044;0.176;0.11
0.394;0.4;0.397
0.831;0.65;0.74
0.96;0.895;0.927
0.948;0.789;0.869
0.914;0.85;0.882
0.665;0.5;0.583
0.792;0.591;0.692
0.914;0.85;0.882
1.0;1.0;1.0
0.952;0.9;0.926
0.868;0.739;0.803
0.755;0.545;0.65
