nucHom;degHom;tsm
1.0;1.0;1.0
1.0;0.923;0.962
0.046;0.231;0.139
0.995;0.846;0.92
0.886;0.462;0.674
0.044;0.077;0.06
0.04;0.154;0.097
0.996;0.923;0.96
1.0;1.0;1.0
0.996;0.923;0.96
1.0;0.923;0.962
1.0;1.0;1.0
0.046;0.2;0.123
0.95;0.8;0.875
0.845;0.4;0.623
0.044;0.077;0.06
0.04;0.143;0.091
0.95;0.733;0.841
1.0;0.923;0.962
0.95;0.733;0.841
0.046;0.231;0.139
0.046;0.2;0.123
1.0;1.0;1.0
0.044;0.188;0.116
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.044;0.214;0.129
0.046;0.231;0.139
0.044;0.214;0.129
0.995;0.846;0.92
0.95;0.8;0.875
0.044;0.188;0.116
1.0;1.0;1.0
0.895;0.571;0.733
0.042;0.071;0.056
0.038;0.133;0.086
1.0;0.929;0.965
0.95;0.733;0.841
1.0;0.929;0.965
0.886;0.462;0.674
0.845;0.4;0.623
0.0;0.0;0.0
0.895;0.571;0.733
1.0;1.0;1.0
0.047;0.125;0.086
0.043;0.222;0.133
0.895;0.571;0.733
0.845;0.4;0.623
0.895;0.571;0.733
0.044;0.077;0.06
0.044;0.077;0.06
0.0;0.0;0.0
0.042;0.071;0.056
0.047;0.125;0.086
1.0;1.0;1.0
0.0;0.0;0.0
0.042;0.071;0.056
0.044;0.077;0.06
0.042;0.071;0.056
0.04;0.154;0.097
0.04;0.143;0.091
0.0;0.0;0.0
0.038;0.133;0.086
0.043;0.222;0.133
0.0;0.0;0.0
1.0;1.0;1.0
0.038;0.143;0.09
0.04;0.154;0.097
0.038;0.143;0.09
0.996;0.923;0.96
0.95;0.733;0.841
0.044;0.214;0.129
1.0;0.929;0.965
0.895;0.571;0.733
0.042;0.071;0.056
0.038;0.143;0.09
1.0;1.0;1.0
0.949;0.765;0.857
1.0;1.0;1.0
1.0;1.0;1.0
1.0;0.923;0.962
0.046;0.231;0.139
0.95;0.733;0.841
0.845;0.4;0.623
0.044;0.077;0.06
0.04;0.154;0.097
0.949;0.765;0.857
1.0;1.0;1.0
0.949;0.765;0.857
0.996;0.923;0.96
0.95;0.733;0.841
0.044;0.214;0.129
1.0;0.929;0.965
0.895;0.571;0.733
0.042;0.071;0.056
0.038;0.143;0.09
1.0;1.0;1.0
0.949;0.765;0.857
1.0;1.0;1.0
