id_transcript;blocks
transcript16_ggor;0|1|2|3|4|6|7|8|9|11|13|15|17|19|20|21|22|23|24|25|26|27|28|30|32|33|34|36|37|39|41|44|45
transcript17_ggor;0|1|2|3|4|6|7|8|9|11|13|15|17|19|20|21|22|23|24|25|26|27|28|30|32|33|34|36|37|39|41|44|45
transcript11_ggor;0|1|2|3|4|6|7|8|9|11|13|15|16|22|24|26|36|37|39|41|44|45
transcript18_ggor;0|1|2|3|4|6|7|8|9|11|13|15|16|36|37|39|41|44|45
transcript12_ppan;0|2|4|5|6|16|17|18|19|20|21|22|23|24|25|26|27|36|37|38|39|41|43|44|45
transcript19_ppan;0|2|4|5|16|17|18|19|20|21|22|23|24|25|26|27|36|37|38|39|41|43|44|45
transcript20_ppan;0|2|4|5|6|17|18|19|20|21|22|23|24|25|26|27|36|37|38|39|41|43|44|45
transcript12_ptro;0|2|4|5|6|16|17|18|19|21|22|23|24|25|26|27|36|37|38|39|41|43|44|45
transcript12_hsap;0|2|4|5|6|16|17|18|19|20|21|22|23|24|25|26|27|36|37|38|39|40|41|42|43|44
transcript19_hsap;0|2|4|5|16|17|18|19|20|21|22|23|24|25|26|27|36|37|38|39|40|41|42|43|44
transcript20_hsap;0|2|4|5|6|17|18|19|20|21|22|23|24|25|26|27|37|38|39|40|41|42|43|44
transcript12_ggor;0|1|2|3|4|6|16|17|19|20|21|22|23|24|25|26|27|36|37|39|41|44|45
transcript19_ggor;0|1|2|3|4|16|17|18|19|20|21|22|23|24|25|26|27|36|37|39|41|44|45
transcript8_pabe;0|2|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|41|43|44|45
transcript18_hsap;0|2|4|5|6|7|9|10|11|12|13|14|15|16|37|38|39|40|41|42|43|44
transcript21_hsap;0|2|4|5|6|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|34|36|37|38|39|40|41|42|43|44
