id_transcript;block_sequence
ENSCAFT00000031307_90_90;0.1.14.15.16.17.18.19.20.21.22.23.24.25.26.27.30
ENST00000293872_90_90;0.11.13.14.15.16.17.18.19.20.21.22.23.24.25.26.29.30
ENST00000337351_90_90;0.11.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27
ENST00000397780_90_90;16.17.18.19.20.21.22.23.24.25.26.27
ENST00000397783_90_90;0.11.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27
ENST00000418978_90_90;0.8.10.11.13.14
ENST00000419516_90_90;0.8.10.11.13.14
ENST00000426094_90_90;0.1.2.3.4.6
ENST00000428363_90_90;16.17
ENST00000429378_90_90;21.23.24.25.26.29.30
ENST00000430864_90_90;19.20.21.22.23.24.25
ENST00000442701_90_90;25.26.27
ENST00000443357_90_90;19.20.21
ENST00000629543_90_90;0.8.10.11.13.14
ENSMUST00000025023_90_90;0.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27
ENSMUST00000114976_90_90;0.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.28.30
ENSMUST00000119928_90_90;0.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27
ENSMUST00000140427_90_90;19.20.21.22.23
ENSMUST00000148894_90_90;0.8.9.10.12.13.14.15.16
ENSMUST00000152107_90_90;21.23.24.25.26.28.30
ENSMUST00000154235_90_90;0.1.2.4.5.6.7
ENSMUST00000155151_90_90;16.17.18.19
