nucHom;degHom;tsm
1.0;1.0;1.0
0.999;0.95;0.974
0.286;0.1;0.193
0.999;0.9;0.95
0.108;0.15;0.129
0.999;0.889;0.944
0.999;0.944;0.972
0.124;0.278;0.201
0.999;0.95;0.974
1.0;1.0;1.0
0.285;0.042;0.163
0.999;0.909;0.954
0.106;0.13;0.118
0.998;0.789;0.893
0.999;0.895;0.947
0.124;0.278;0.201
0.286;0.1;0.193
0.285;0.042;0.163
1.0;1.0;1.0
0.286;0.045;0.165
0.0;0.0;0.0
0.287;0.125;0.206
0.287;0.111;0.199
0.0;0.0;0.0
0.999;0.9;0.95
0.999;0.909;0.954
0.286;0.045;0.165
1.0;1.0;1.0
0.106;0.143;0.124
0.999;0.882;0.941
0.998;0.789;0.893
0.124;0.312;0.218
0.108;0.15;0.129
0.106;0.13;0.118
0.0;0.0;0.0
0.106;0.143;0.124
1.0;1.0;1.0
0.108;0.118;0.113
0.108;0.105;0.106
0.874;0.6;0.737
0.999;0.889;0.944
0.998;0.789;0.893
0.287;0.125;0.206
0.999;0.882;0.941
0.108;0.118;0.113
1.0;1.0;1.0
0.999;0.905;0.952
0.121;0.273;0.197
0.999;0.944;0.972
0.999;0.895;0.947
0.287;0.111;0.199
0.998;0.789;0.893
0.108;0.105;0.106
0.999;0.905;0.952
1.0;1.0;1.0
0.121;0.25;0.185
0.124;0.278;0.201
0.124;0.278;0.201
0.0;0.0;0.0
0.124;0.312;0.218
0.874;0.6;0.737
0.121;0.273;0.197
0.121;0.25;0.185
1.0;1.0;1.0
