id_transcript;blocks
transcript12_ppan;0|1|11|12|13|14|15|24|25|26|27|28|29
transcript19_ppan;0|11|12|13|14|15|24|25|26|27|28|29
transcript20_ppan;0|1|12|13|14|15|24|25|26|27|28|29
transcript12_ptro;0|1|11|12|13|14|24|25|26|27|28|29
transcript12_hsap;0|1|11|12|13|14|15|24|25|26|27|28|29
transcript18_hsap;0|1|2|4|5|6|7|8|9|10|11|25|26|27|28|29
transcript19_hsap;0|11|12|13|14|15|24|25|26|27|28|29
transcript20_hsap;0|1|12|13|14|15|25|26|27|28|29
transcript21_hsap;0|1|2|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|22|24|25|26|27|28|29
transcript11_ggor;0|1|2|3|4|6|8|10|11|23|24|25|27|29
transcript12_ggor;0|1|11|12|14|15|24|25|27|29
transcript16_ggor;0|1|2|3|4|6|8|10|12|14|15|16|18|20|21|22|24|25|27|29
transcript17_ggor;0|1|2|3|4|6|8|10|12|14|15|16|18|20|21|22|24|25|27|29
transcript18_ggor;0|1|2|3|4|6|8|10|11|24|25|27|29
transcript19_ggor;0|11|12|13|14|15|24|25|27|29
transcript8_pabe;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29
