id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript7_ENSMSIG00000000513;null;transcript7_MGP-SPRETEiJ-G0021131|0.954&transcript7_ENSMUSG00000054036|0.923;null;0
transcript7_MGP-SPRETEiJ-G0021131;null;transcript7_ENSMSIG00000000513|0.954&transcript7_ENSMUSG00000054036|0.892;null;0
transcript7_ENSMUSG00000054036;null;transcript7_ENSMSIG00000000513|0.923&transcript7_MGP-SPRETEiJ-G0021131|0.892;null;0
transcript71_MGP-SPRETEiJ-G0021131;null;null;null;1
transcript50_ENSMSIG00000000513;null;transcript50_MGP-PahariEiJ-G0020237|0.995&transcript50_MGP-CAROLIEiJ-G0020234|0.922;null;2
transcript50_MGP-PahariEiJ-G0020237;null;transcript50_ENSMSIG00000000513|0.995&transcript50_MGP-CAROLIEiJ-G0020234|0.927;null;2
transcript50_MGP-CAROLIEiJ-G0020234;null;transcript50_ENSMSIG00000000513|0.922&transcript50_MGP-PahariEiJ-G0020237|0.927;null;2
transcript67_ENSMSIG00000000513;transcript55_ENSMSIG00000000513|0.978;null;null;3
transcript55_ENSMSIG00000000513;transcript67_ENSMSIG00000000513|0.978;null;null;3
transcript64_ENSMSIG00000000513;null;null;null;4
transcript57_MGP-PahariEiJ-G0020237;null;transcript54_ENSMUSG00000054036|0.86&transcript62_MGP-SPRETEiJ-G0021131|0.85;null;5
transcript59_MGP-SPRETEiJ-G0021131;transcript61_MGP-SPRETEiJ-G0021131|0.994;transcript54_ENSMUSG00000054036|0.786&transcript59_MGP-CAROLIEiJ-G0020234|0.865;null;5
transcript61_MGP-SPRETEiJ-G0021131;transcript59_MGP-SPRETEiJ-G0021131|0.994;transcript61_MGP-CAROLIEiJ-G0020234|0.864;null;5
transcript54_ENSMUSG00000054036;null;transcript57_MGP-PahariEiJ-G0020237|0.86&transcript59_MGP-SPRETEiJ-G0021131|0.786&transcript59_MGP-CAROLIEiJ-G0020234|0.74;null;5
transcript62_MGP-SPRETEiJ-G0021131;transcript69_MGP-SPRETEiJ-G0021131|0.987;transcript57_MGP-PahariEiJ-G0020237|0.85;null;5
transcript69_MGP-SPRETEiJ-G0021131;transcript62_MGP-SPRETEiJ-G0021131|0.987;null;null;5
transcript61_MGP-CAROLIEiJ-G0020234;transcript59_MGP-CAROLIEiJ-G0020234|0.992;transcript61_MGP-SPRETEiJ-G0021131|0.864;null;5
transcript59_MGP-CAROLIEiJ-G0020234;transcript61_MGP-CAROLIEiJ-G0020234|0.992;transcript59_MGP-SPRETEiJ-G0021131|0.865&transcript54_ENSMUSG00000054036|0.74;null;5
transcript60_MGP-CAROLIEiJ-G0020234;null;transcript60_ENSMSIG00000000513|0.915;null;6
transcript60_ENSMSIG00000000513;null;transcript60_MGP-CAROLIEiJ-G0020234|0.915;null;6
transcript72_MGP-SPRETEiJ-G0021131;null;null;null;7
transcript70_MGP-SPRETEiJ-G0021131;null;null;null;8
