id_transcript;block_sequence
ENSCAFT00000003676_90_90;0.1.7.8.12.13.14.15.16.17.18.19.20.21.22.23.24.27.28.29
ENST00000242066_90_90;0.6.7.8.9.14.15.16.17.18.19.20.21.22.23.26.27.28.29
ENST00000399357_90_90;11.12.13.14.15.18.19.20.21.22.23.26.27.28.29
ENST00000403527_90_90;11.12.13.14.15.16.17.18.19.20.21.22.23.26.27.28.29
ENST00000403685_90_90;0.6.7.8.9.14.15.16.17.18.19.20.21.22.23.26.27.28.29
ENST00000405192_90_90;0.6.7.8.9.13.14.15.16.17.18.19.20.23.26.27.28.29
ENST00000405218_90_90;0.6.7.8.9.13.14.15.16.17.18.19.20.21.22.23.26.27.28.29
ENST00000405358_90_90;3.4.5.6.7.8.9.13.14.15.16.17.18.19.20.21.22.23.26.27.28.29
ENST00000420159_90_90;11.12.14.15.16.17.18.19.20.21.22.23.26.27.28.29
ENST00000421381_90_90;0.6.7.8.9.13.14.15.16
ENST00000430479_90_90;0.6.7.8.9.13.14.15.16.17.18.19.20.21.22.23.26.27.28.29
ENST00000431887_90_90;0.6.7.8.9.13.14
ENST00000433547_90_90;0.6.7
ENST00000438956_90_90;11.12.14.15.16.17.18.19.20.21.22.23.26.27.28
ENST00000443137_90_90;0.6.7.8.9.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27
ENST00000443608_90_90;11.12.13.14.15.18.19.20.21
ENSMUST00000095767_90_90;0.6.7.8.10.13.14.15.16.17.18.19.20.21.22.23.24.27.28.29
ENSMUST00000159334_90_90;11.12.13.14.15.16.17.18.19.20.21.22.23.24.27.28.29
ENSMUST00000160244_90_90;0.6.7.8.10.13.14.15.16.17.18.19.20.23.24.27.28.29
ENSMUST00000160701_90_90;11.12.13.14.15.18.19.20.21.22.23.24.27.28.29
ENSMUST00000160856_90_90;0.6.7.8.10.14.15.16.17.18.19.20.21.22.23.24.27.28.29
ENSMUST00000160996_90_90;0.6.7.8.10.14.15.16.17.18.19
ENSMUST00000161164_90_90;0.6.7
ENSMUST00000161513_90_90;2.3.5.6.7.8.10.13.14.15.16.17.18
ENSMUST00000161980_90_90;11.12.14.15.16.17.18.19.20.21.22.23.24.27.28.29
ENSMUST00000162563_90_90;0.6.7.8.10.13.14.15.16.17.18.19.20.21.22.23.24.27.28.29
