id_transcript;block_sequence
ENSCAFT00000017386_90_90;1.2.3.4.5.6.7.8.9.10.11
ENST00000233892_90_90;3.4.5.6.7.8.9.10.11
ENST00000323303_90_90;1.2.3.4.5.6.7.8.9.10.11
ENST00000409355_90_90;1.4.6.7
ENST00000409360_90_90;3.4.5.6.7.8.9.10.11
ENST00000409916_90_90;10.11
ENST00000417097_90_90;1.2.3.6
ENST00000448447_90_90;1.4.5.6.7.8.9.10.11
ENSMUST00000027122_90_90;0.1.2.3.9.10.11
ENSMUST00000159311_90_90;1.4.5.6.7.8.9.10.11
ENSMUST00000161122_90_90;1.2.3.6
ENSMUST00000162364_90_90;1.2.3.4.5.6.7.8.9.10.11
ENSMUST00000162553_90_90;3.4.5.6.7.8.9.10
