id_transcript;block_sequence
ENSCAFT00000029482_90_90;0.1.11.12.13.14.15.16.17.18.19.20.21.23.28.30.32.34.36.38.39.41.43.45.46.48.50.52.54.56.58.59.60.61.63.64.65.66.67.78.79.80
ENST00000237247_90_90;0.1.3.5.7.9.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.51.52.53.54.55.56.57.58.79.80
ENST00000371037_90_90;0.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.46.47.48.49.50.51.52.53.54.55.56.57.58.79.80
ENST00000371039_90_90;0.13.14.15.17.18.19.20.46.47.48.49.50.51.52.53.54.55.56.57.58.59.61.62.63.80
ENST00000424320_90_90;0.10.11.12.13.14.15.17.18.19
ENST00000435165_90_90;70.71.72.73.74.75.76.77.78.79.80
ENSMUST00000066824_90_90;2.3.4.5.6.7.8.9.12.13.14.15.16.17.18.19.20.65.67.68.79.80
ENSMUST00000072481_90_90;2.3.4.5.6.7.8.9.12.13.14.15.16.17.18.19.20.65.67.68.80
ENSMUST00000080728_90_90;2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.25.27.28.30.32.34.36.38.39.41.43.45.46.48.50.52.54.56.58.59.61.63.64.65.67.68.80
ENSMUST00000106882_90_90;2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.25.27.28.30.32.34.36.38.39.41.43.45.46.48.50.52.54.56.58.59.61.63.64.65.67.68.79.80
ENSMUST00000149547_90_90;15.17.18.19.20.65.67.68.69.71.73.75.77.78.79.80
ENSMUST00000156596_90_90;2.3.4.5.6.7.8.9.13
ENSMUST00000183855_90_90;2.3.4.5.6.7.8.9.10.11.12.13.14.15.18
