;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000031982_90_90;ENSMUST00000028160_90_90:ENST00000373069_90_90:ENST00000373068_90_90:ENSMUST00000113310_90_90;0.65:0.619:0.65:0.684
1;ENST00000373064_90_90;ENSMUST00000113307_90_90;0.647
2;ENST00000373066_90_90;ENSMUST00000052119_90_90:ENSMUST00000113308_90_90:ENST00000432073_90_90;0.846:0.769:0.917
3;ENST00000373068_90_90;ENSCAFT00000031982_90_90:ENSMUST00000028160_90_90:ENST00000373069_90_90:ENSMUST00000113310_90_90;0.65:0.789:0.9440000000000001:0.833
4;ENST00000373069_90_90;ENSCAFT00000031982_90_90:ENSMUST00000028160_90_90:ENST00000373068_90_90:ENSMUST00000113310_90_90;0.619:0.8420000000000001:0.9440000000000001:0.789
5;ENST00000432073_90_90;ENSMUST00000052119_90_90:ENSMUST00000113308_90_90:ENST00000373066_90_90;0.769:0.833:0.917
6;ENST00000466983_90_90;;
7;ENST00000472769_90_90;;
8;ENSMUST00000028160_90_90;ENSCAFT00000031982_90_90:ENST00000373069_90_90:ENST00000373068_90_90:ENSMUST00000113310_90_90;0.65:0.8420000000000001:0.789:0.941
9;ENSMUST00000052119_90_90;ENSMUST00000113308_90_90:ENST00000432073_90_90:ENST00000373066_90_90;0.917:0.769:0.846
10;ENSMUST00000113307_90_90;ENST00000373064_90_90;0.647
11;ENSMUST00000113308_90_90;ENSMUST00000052119_90_90:ENST00000432073_90_90:ENST00000373066_90_90;0.917:0.833:0.769
12;ENSMUST00000113310_90_90;ENSCAFT00000031982_90_90:ENSMUST00000028160_90_90:ENST00000373069_90_90:ENST00000373068_90_90;0.684:0.941:0.789:0.833
13;ENSMUST00000127961_90_90;ENSMUST00000136361_90_90;0.556
14;ENSMUST00000136361_90_90;ENSMUST00000127961_90_90;0.556
15;ENSMUST00000153886_90_90;;
