id_transcript;block_sequence
ENSCAFT00000010991_90_90;1.2.3.4.5.6.7.9.10.11.12.13.16.17
ENSCAFT00000018912_90_90;0.2.3.4.5.6.7.9.10.11.14.15.16.17
ENST00000400304_90_90;4.5.6.7.8.9.11.12.15.16.17
ENST00000400305_90_90;3.4.5.6.9.10.11.12.15.16.17
ENST00000400308_90_90;0.2.3.4.5.6.9.11.12.15.16.17
ENST00000400309_90_90;0.2.3.4.5.6.7.9.11.12.15.16.17
ENST00000400310_90_90;0.2.3.4.5.6.7.9.10.11.16.17
ENST00000400314_90_90;0.2.3.4.5.6.7.9.10.11.12.15.16.17
ENST00000449640_90_90;4.5.6.7.8.9.11.12.15.16.17
ENST00000549265_90_90;4
ENSMUST00000001148_90_90;0.2.3.4.5.6.7.9.10.11.12.15.16.17
ENSMUST00000092393_90_90;4.5.6.7.9.16
ENSMUST00000105411_90_90;0.2.3.4.5.6.7.9.11.12.15.16.17
ENSMUST00000168465_90_90;0.2.3.4.5.6.7.9.10.11.12.15.16.17
ENSMUST00000173854_90_90;6.7.9.11.16.17
