nucHom;degHom;tsm
1.0;1.0;1.0
1.0;1.0;1.0
0.998;0.857;0.927
0.88;0.857;0.869
1.0;1.0;1.0
0.998;0.833;0.915
1.0;1.0;1.0
1.0;1.0;1.0
0.989;0.778;0.883
0.88;0.778;0.829
1.0;1.0;1.0
0.989;0.75;0.869
0.998;0.857;0.927
0.989;0.778;0.883
1.0;1.0;1.0
0.868;0.556;0.712
0.989;0.75;0.869
1.0;1.0;1.0
0.88;0.857;0.869
0.88;0.778;0.829
0.868;0.556;0.712
1.0;1.0;1.0
0.879;0.75;0.815
0.868;0.5;0.684
1.0;1.0;1.0
1.0;1.0;1.0
0.989;0.75;0.869
0.879;0.75;0.815
1.0;1.0;1.0
0.989;0.75;0.869
0.998;0.833;0.915
0.989;0.75;0.869
1.0;1.0;1.0
0.868;0.5;0.684
0.989;0.75;0.869
1.0;1.0;1.0
