id_transcript;id_gene
ENSCAFT00000017682_90_90;ENSCAFG00000011106_90
ENST00000329008_90_90;ENSG00000183166_90
ENST00000395275_90_90;ENSG00000183166_90
ENST00000395276_90_90;ENSG00000183166_90
ENST00000405452_90_90;ENSG00000183166_90
ENST00000431984_90_90;ENSG00000183166_90
ENST00000446128_90_90;ENSG00000183166_90
ENSMUST00000086029_90_90;ENSMUSG00000060371_90
ENSMUST00000111287_90_90;ENSMUSG00000060371_90
ENSMUST00000111288_90_90;ENSMUSG00000060371_90
ENSMUST00000141131_90_90;ENSMUSG00000060371_90
ENSMUST00000202728_90_90;ENSMUSG00000060371_90
