;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000012435_90_90;ENSMUST00000053664_90_90:ENSMUST00000111665_90_90:ENST00000278422_90_90;0.47600000000000003:0.47600000000000003:0.75
1;ENST00000278422_90_90;ENSMUST00000053664_90_90:ENSMUST00000111665_90_90:ENSCAFT00000012435_90_90;0.524:0.524:0.75
2;ENST00000378312_90_90;;
3;ENST00000524972_90_90;ENST00000528110_90_90;1.0
4;ENST00000525035_90_90;ENST00000529403_90_90;1.0
5;ENST00000528110_90_90;ENST00000524972_90_90;1.0
6;ENST00000529403_90_90;ENST00000525035_90_90;1.0
7;ENST00000530114_90_90;ENST00000533602_90_90;0.6
8;ENST00000533602_90_90;ENST00000530114_90_90;0.6
9;ENSMUST00000053664_90_90;ENSMUST00000111665_90_90:ENSCAFT00000012435_90_90:ENST00000278422_90_90;1.0:0.47600000000000003:0.524
10;ENSMUST00000111664_90_90;;
11;ENSMUST00000111665_90_90;ENSMUST00000053664_90_90:ENSCAFT00000012435_90_90:ENST00000278422_90_90;1.0:0.47600000000000003:0.524
12;ENSMUST00000152149_90_90;;
