id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript8_ENSMSIG00000000513;null;transcript47_ENSMUGG00000013649|1.0&transcript54_ENSMUSG00000054036|1.0&transcript7_ENSMUGG00000013649|1.0&transcript7_ENSMUGG00000013592|0.996&transcript28_ENSMUGG00000013592|0.996&transcript52_ENSMUGG00000013592|0.996&transcript53_ENSMUGG00000013592|0.996&transcript54_ENSMUGG00000013592|0.996&transcript25_ENSPEMG00000024651|1.0;null;0
transcript8_ENSMUSG00000054036;transcript42_ENSMUSG00000054036|1.0&transcript54_ENSMUSG00000054036|1.0;transcript8_ENSRNOG00000031503|0.963&transcript47_ENSMUGG00000013649|1.0;null;0
transcript8_ENSRNOG00000031503;transcript42_ENSRNOG00000031503|1.0;transcript8_ENSMUSG00000054036|0.963&transcript47_ENSMUGG00000013649|1.0;null;0
transcript47_MGP-SPRETEiJ-G0021131;null;transcript47_ENSMUGG00000013649|1.0&transcript54_ENSMUSG00000054036|1.0&transcript7_ENSMUGG00000013649|1.0&transcript7_ENSMUGG00000013592|1.0&transcript28_ENSMUGG00000013592|1.0&transcript52_ENSMUGG00000013592|1.0&transcript53_ENSMUGG00000013592|1.0&transcript54_ENSMUGG00000013592|1.0;null;0
transcript47_ENSMUSG00000054036;null;transcript47_ENSMUGG00000013649|1.0;null;0
transcript47_ENSMUGG00000013649;null;transcript8_ENSMSIG00000000513|1.0&transcript8_ENSMUSG00000054036|1.0&transcript8_ENSRNOG00000031503|1.0&transcript47_MGP-SPRETEiJ-G0021131|1.0&transcript47_ENSMUSG00000054036|1.0&transcript42_ENSMUSG00000054036|1.0&transcript42_ENSRNOG00000031503|1.0&transcript55_ENSMUSG00000054036|1.0;null;0
transcript42_ENSMUSG00000054036;transcript8_ENSMUSG00000054036|1.0&transcript54_ENSMUSG00000054036|1.0;transcript47_ENSMUGG00000013649|1.0&transcript42_ENSRNOG00000031503|0.969;null;0
transcript42_ENSRNOG00000031503;transcript8_ENSRNOG00000031503|1.0;transcript47_ENSMUGG00000013649|1.0&transcript42_ENSMUSG00000054036|0.969;null;0
transcript54_ENSMUSG00000054036;transcript8_ENSMUSG00000054036|1.0&transcript42_ENSMUSG00000054036|1.0;transcript8_ENSMSIG00000000513|1.0&transcript47_MGP-SPRETEiJ-G0021131|1.0;null;0
transcript55_ENSMUSG00000054036;null;transcript47_ENSMUGG00000013649|1.0;null;0
transcript7_ENSMUGG00000013649;null;transcript8_ENSMSIG00000000513|1.0&transcript47_MGP-SPRETEiJ-G0021131|1.0;transcript7_ENSMUGG00000013592|0.988;0
transcript7_ENSMUGG00000013592;null;transcript8_ENSMSIG00000000513|0.996&transcript47_MGP-SPRETEiJ-G0021131|1.0;transcript7_ENSMUGG00000013649|0.988;0
transcript44_ENSMUGG00000013649;transcript48_ENSMUGG00000013649|1.0;transcript25_ENSPEMG00000024651|1.0;transcript28_ENSMUGG00000013592|0.988;0
transcript48_ENSMUGG00000013649;transcript44_ENSMUGG00000013649|1.0;transcript25_ENSPEMG00000024651|1.0;null;0
transcript28_ENSMUGG00000013592;null;transcript8_ENSMSIG00000000513|0.996&transcript47_MGP-SPRETEiJ-G0021131|1.0&transcript25_ENSPEMG00000024651|0.923;transcript44_ENSMUGG00000013649|0.988;0
transcript52_ENSMUGG00000013592;null;transcript8_ENSMSIG00000000513|0.996&transcript47_MGP-SPRETEiJ-G0021131|1.0;null;0
transcript53_ENSMUGG00000013592;null;transcript8_ENSMSIG00000000513|0.996&transcript47_MGP-SPRETEiJ-G0021131|1.0;null;0
transcript54_ENSMUGG00000013592;null;transcript8_ENSMSIG00000000513|0.996&transcript47_MGP-SPRETEiJ-G0021131|1.0;null;0
transcript25_ENSPEMG00000024651;null;transcript8_ENSMSIG00000000513|1.0&transcript44_ENSMUGG00000013649|1.0&transcript48_ENSMUGG00000013649|1.0&transcript28_ENSMUGG00000013592|0.923;null;0
