id_transcript;block_sequence
ENSCAFT00000023830_90_90;0.6.11.12.13.14.15.18.19.20.21.22.23.25.27.28.30.32.33.35.37.39.41.42.44.47.49
ENST00000318386_90_90;9.12.13.14.15.16.17.18.19.20.21.22.23.25.27.28.29.30.31.32.34.35.36.37.38.39.40.41
ENST00000429429_90_90;9.14.15.16.19.20.21.22.23.25.27.28.29.30.31.32.34.35.36.37.38.39.40.41
ENST00000480936_90_90;1.2.4.6.8.13.14.15.16.19.20.21
ENST00000483348_90_90;10.11.12.13.19.20.21.22.23.25.27.28.29.30.31.32.34.35.36.37.38.39.40.41
ENST00000488267_90_90;9.12.13.19.20.21.22.23.25.27.28.29.30.31.32.34.35.36.37.38.39.40.41
ENST00000489418_90_90;9.12.13.14.15.16.19.20.21.22.23.25.27.28.29.30.31.32.34.35.36.37.38.39.40.41
ENSMUST00000057551_90_90;2.3.4.5.6.7.12.13.14.15.18.19.20.21.22.43.44.45.46.47.48
ENSMUST00000075670_90_90;2.3.4.5.6.7.12.13.14.15.18.19.20.21.22.43.44.45.50
ENSMUST00000101354_90_90;2.3.4.5.6.7.12.13.14.15.18.20.21.22.43.44.45.46.47.48
ENSMUST00000139518_90_90;2.3.4.5.6.7.12.13.14.15.18.19.20.21.22.23.24.25.26.27
ENSMUST00000151081_90_90;15.18.19.20
