id_transcript;blocks
transcript9_ENSAPOG00000016134;3|9
transcript14_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18
transcript21_ENSAPOG00000016134;0|1|2|3|6|7|8|9|10|11|13|14|15|16|17|18
transcript7_ENSAPOG00000023408;0|1|3|6|7|8|10|11|13|14|15|18
transcript14_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18
transcript23_ENSAPOG00000023408;0|1|2|3|6|7|8|10|11|13|14|15|16|17|18
transcript28_ENSAPOG00000023408;0|1|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18
transcript29_ENSAPOG00000023408;0|2|3|6|7|8|10|11|13|14|15|16|17|18
transcript30_ENSAPOG00000023408;0|1|3|6|7|8|10|11|13|14|15|16|17|18
transcript31_ENSAPOG00000023408;0|2|3|6|7|8|10|13|14|15|16|17|18
transcript7_ENSAOCG00000015695;0|1|2|3|6|7|8|9|10|11|12|13|14|15|17|18
transcript17_ENSAOCG00000015695;0|1|2|3|6|7|8|9|10|11|12|13|14|15|16|17|18
transcript18_ENSAOCG00000015695;0|1|2|3|4|5|9|10|11|12|13|14|15|16|17|18
transcript26_ENSAOCG00000015695;0|1|2|3|6|7|8|10|11|12|13|14|15|16|17|18
transcript27_ENSAOCG00000015695;0|1|2|3|6|7|8|10|11|12|13|14|15|16|17|18
transcript28_ENSAOCG00000015695;0|1|2|3|6|7|8|9|12|13|14|15|16|17|18
transcript29_ENSAOCG00000015695;0|1|2|3|6|7|10|11|12|13|14|15|16|17|18
transcript7_ENSPNYG00000024266;3|5
transcript12_ENSPNYG00000024266;0|1|2|3|6|7|8|9|10|11|12|13|14|15|16|17|18
transcript21_ENSPNYG00000024266;0|1|2|6|7|8|9|10|11|12|13|14|15|16|17|18
transcript22_ENSPNYG00000024266;0|1|2|3|6|7|8|9|10|11|12|14|15|16|17|18
transcript23_ENSPNYG00000024266;0|1|2|3|6|7|8|9|10|11|12|13|15|16|17|18
transcript24_ENSPNYG00000024266;0|1|2|3|6|7|9|10|11|12|13|15|16|17|18
transcript7_ENSXMAG00000026005;0|1|2|3|4|5|7|8|9|10|11|12|13|14|15|16|17|18
transcript9_ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18
