id_transcript;block_sequence
ENSCAFT00000029482_90_90;0.1.4.5.6.7.8.9.10.11.12.14.15.16.17.20.21.22.23.28.29.30
ENST00000237247_90_90;0.1.2.5.6.7.8.9.10.11.12.14.15.16.17.18.19.20.21.22.23.24.29.30
ENST00000371037_90_90;0.3.4.5.6.7.8.9.10.11.12.14.15.16.17.18.21.22.23.24.29.30
ENST00000371039_90_90;0.5.6.7.9.10.11.12.14.21.22.23.24.25.26.30
ENST00000424320_90_90;0.3.4.5.6.7.9.10.11
ENST00000435165_90_90;27.28.29.30
ENSMUST00000066824_90_90;0.4.5.6.7.8.9.10.11.12.13.21.23.24.29.30
ENSMUST00000072481_90_90;0.4.5.6.7.8.9.10.11.12.13.21.23.24.30
ENSMUST00000080728_90_90;0.1.4.5.6.7.8.9.10.11.12.13.15.17.20.21.23.24.30
ENSMUST00000106882_90_90;0.1.4.5.6.7.8.9.10.11.12.13.15.17.20.21.23.24.29.30
ENSMUST00000149547_90_90;7.9.10.11.12.13.21.23.24.25.28.29.30
ENSMUST00000156596_90_90;0.5
ENSMUST00000183855_90_90;0.1.4.5.6.7.10
