id_transcript;blocks
transcript7_ENSAPOG00000016134;0|1|2|3|4|5|7|8|9|10|11|12|13|14|15|16|17|20|21|23
transcript27_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|20|21|23
transcript32_ENSAPOG00000016134;0|1|2|3|4|5|6|7|9|10|11|12|13|14|15|16|17|18|19|20|21|23
transcript33_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|23
transcript35_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|23
transcript36_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|16|20|21|23
transcript37_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|20|21|23
transcript38_ENSAPOG00000016134;0|1|2|4|5|6|7|8|9|10|11|12|13|15|16|20|21|23
transcript7_ENSAPOG00000023408;0|1|2|3|4|5|7|8|9|10|11|12|13|14|15|16|17|20|21|23
transcript8_ENSAPOG00000023408;0|2|3|5|6|7|8|9|10|11|12|13|14|18|19|22|23
transcript27_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|20|21|23
transcript30_ENSAPOG00000023408;0|1|2|3|4|5|8|9|10|11|12|13|14|15|16|17|18|19|20|21|23
transcript32_ENSAPOG00000023408;0|1|2|3|4|5|6|7|9|10|11|12|13|14|15|16|17|18|19|20|21|23
transcript40_ENSAPOG00000023408;0|1|2|3|4|5|8|9|11|12|13|14|15|16|17|18|19|20|21|23
transcript41_ENSAPOG00000023408;0|1|2|3|4|5|6|7|9|11|12|13|14|15|16|17|18|19|20|21|23
transcript42_ENSAPOG00000023408;0|1|2|3|4|5|6|7|9|10|15|16|17|18|19|20|21|23
transcript43_ENSAPOG00000023408;0|1|2|3|4|5|6|7|9|10|11|12|13|14|15|17|18|19|20|21|23
transcript1_ENSAOCG00000015695;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23
transcript8_ENSAOCG00000015695;0|2|3|5|6|7|8|9|10|11|13|14|19|20|22|23
transcript25_ENSAOCG00000015695;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|20|21|23
transcript26_ENSAOCG00000015695;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19|20|21|23
transcript36_ENSAOCG00000015695;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|17|20|21|23
transcript37_ENSAOCG00000015695;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|20|21|23
transcript38_ENSAOCG00000015695;0|1|2|4|5|6|7|8|9|10|11|12|13|15|16|20|21|23
transcript22_ENSPNYG00000024266;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23
