id_transcript;block_sequence
ENSCAFT00000011155_90_90;0.1.2.3.4.5.6.7.8.9.10.11
ENST00000355221_90_90;1.3.5.7.9.10.13.14.15.16.17.18.19.20.21.22.23.24.25.28.29.30
ENST00000359530_90_90;1.3.5.7.9.10.13.14.15.16.17.18.19.20.21.22.23.24.25.26.28.29.30
ENST00000396774_90_90;1.3.5.7.9.10.13.14.15.16.17.18.19.20.21.22.23.24.25.26.28.29.30
ENST00000519588_90_90;1.3.17.18.19
ENST00000520188_90_90;15.16.17.18.19.20.21.22.23.24.25.26.28.29.30
ENST00000521275_90_90;1.3.5.7.9.10.13.14.15.16.17.18.19.20.21
ENST00000522849_90_90;23.24.25.26.27
ENST00000524164_90_90;1.3.5.7.9.10.13.14.15.18
ENST00000524234_90_90;1.3.5.7.9.10.13.14.15.16.17.18.19.20
ENSMUST00000044369_90_90;1.3.5.7.9.12.14.15.16.17.18.19.20.21.22.23.24.25.26.28.29.30
ENSMUST00000192029_90_90;15.16.17.18.19.20.21.22.23
ENSMUST00000192698_90_90;1.3.5.7.9.12.14.15.16.17.18.19.20.21.22.23.24.25.28.29.30
ENSMUST00000192847_90_90;1.3.5.7.9.12.14.15.16.17.18.19.20.21.22.23.24.25.26.28.30
ENSMUST00000194676_90_90;1.3.5.7.9.12.14.15.16.17.18.19.20.21.22.23.24
