id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript10_ENSHGLG00100003156;transcript17_ENSHGLG00100003156|1.0;transcript17_ENSHGLG00000019563|1.0;null;0
transcript17_ENSHGLG00100003156;transcript10_ENSHGLG00100003156|1.0;transcript17_ENSHGLG00000019563|1.0;null;0
transcript20_ENSHGLG00100003156;null;transcript13_ENSHGLG00000019563|1.0&transcript25_ENSHGLG00000019563|1.0;transcript13_ENSHGLG00100006079|0.994&transcript20_ENSHGLG00100006079|0.994;0
transcript13_ENSHGLG00000019563;transcript25_ENSHGLG00000019563|1.0;transcript20_ENSHGLG00100003156|1.0&transcript21_ENSMUNG00000002391|0.994&transcript23_ENSAPOG00000023408|0.948&transcript0_ENSPNYG00000024266|0.744&transcript0_ENSXMAG00000026005|0.744;transcript21_ENSHGLG00100006079|0.994;0
transcript17_ENSHGLG00000019563;null;transcript10_ENSHGLG00100003156|1.0&transcript17_ENSHGLG00100003156|1.0&transcript10_ENSAPOG00000016134|0.944;null;0
transcript25_ENSHGLG00000019563;transcript13_ENSHGLG00000019563|1.0;transcript20_ENSHGLG00100003156|1.0&transcript21_ENSMUNG00000002391|0.994&transcript23_ENSAPOG00000023408|0.948&transcript0_ENSPNYG00000024266|0.744&transcript0_ENSXMAG00000026005|0.744;transcript13_ENSHGLG00100006079|0.994&transcript20_ENSHGLG00100006079|0.994;0
transcript0_ENSHGLG00100006079;null;transcript0_ENSMUNG00000002391|0.978&transcript0_ENSPNYG00000024266|0.712&transcript0_ENSXMAG00000026005|0.712;null;0
transcript13_ENSHGLG00100006079;transcript20_ENSHGLG00100006079|1.0&transcript21_ENSHGLG00100006079|1.0;transcript23_ENSAPOG00000023408|0.933;transcript20_ENSHGLG00100003156|0.994&transcript25_ENSHGLG00000019563|0.994;0
transcript20_ENSHGLG00100006079;transcript13_ENSHGLG00100006079|1.0&transcript21_ENSHGLG00100006079|1.0;transcript23_ENSAPOG00000023408|0.933;transcript20_ENSHGLG00100003156|0.994&transcript25_ENSHGLG00000019563|0.994;0
transcript21_ENSHGLG00100006079;transcript13_ENSHGLG00100006079|1.0&transcript20_ENSHGLG00100006079|1.0;transcript21_ENSMUNG00000002391|0.989;transcript13_ENSHGLG00000019563|0.994;0
transcript0_ENSMUNG00000002391;null;transcript0_ENSHGLG00100006079|0.978&transcript0_ENSPNYG00000024266|0.718&transcript0_ENSXMAG00000026005|0.718;null;0
transcript21_ENSMUNG00000002391;null;transcript13_ENSHGLG00000019563|0.994&transcript25_ENSHGLG00000019563|0.994&transcript21_ENSHGLG00100006079|0.989&transcript10_ENSAPOG00000016134|0.945;null;0
transcript8_ENSAPOG00000016134;null;transcript0_ENSPNYG00000024266|0.974&transcript0_ENSXMAG00000026005|0.974;null;0
transcript10_ENSAPOG00000016134;transcript17_ENSAPOG00000016134|0.997;transcript17_ENSHGLG00000019563|0.944&transcript21_ENSMUNG00000002391|0.945;transcript24_ENSAPOG00000023408|0.92;0
transcript17_ENSAPOG00000016134;transcript10_ENSAPOG00000016134|0.997;null;null;0
transcript7_ENSAPOG00000023408;transcript23_ENSAPOG00000023408|0.985;null;null;0
transcript23_ENSAPOG00000023408;transcript7_ENSAPOG00000023408|0.985;transcript13_ENSHGLG00000019563|0.948&transcript25_ENSHGLG00000019563|0.948&transcript13_ENSHGLG00100006079|0.933&transcript20_ENSHGLG00100006079|0.933;null;0
transcript24_ENSAPOG00000023408;null;null;transcript10_ENSAPOG00000016134|0.92;0
transcript0_ENSPNYG00000024266;null;transcript13_ENSHGLG00000019563|0.744&transcript25_ENSHGLG00000019563|0.744&transcript0_ENSHGLG00100006079|0.712&transcript0_ENSMUNG00000002391|0.718&transcript8_ENSAPOG00000016134|0.974&transcript0_ENSXMAG00000026005|1.0;null;0
transcript0_ENSXMAG00000026005;null;transcript13_ENSHGLG00000019563|0.744&transcript25_ENSHGLG00000019563|0.744&transcript0_ENSHGLG00100006079|0.712&transcript0_ENSMUNG00000002391|0.718&transcript8_ENSAPOG00000016134|0.974&transcript0_ENSPNYG00000024266|1.0;null;0
transcript26_ENSHGLG00000019563;null;null;null;1
transcript27_ENSHGLG00000019563;null;null;null;2
transcript22_ENSMUNG00000002391;null;transcript22_ENSAPOG00000023408|0.954&transcript22_ENSHGLG00100006079|0.991;null;3
transcript22_ENSAPOG00000023408;null;transcript22_ENSMUNG00000002391|0.954&transcript22_ENSHGLG00100006079|0.949;null;3
transcript22_ENSHGLG00100006079;null;transcript22_ENSMUNG00000002391|0.991&transcript22_ENSAPOG00000023408|0.949;null;3
transcript12_ENSAPOG00000023408;null;null;transcript12_ENSAPOG00000016134|1.0;4
transcript12_ENSAPOG00000016134;null;null;transcript12_ENSAPOG00000023408|1.0;4
transcript20_ENSAPOG00000016134;null;null;null;5
