id_transcript;id_transcript;orthologs
ENSCAFT00000004613_90_90;ENSCAFT00000004613_90_90;null
ENSCAFT00000004622_90_90;ENSCAFT00000004622_90_90;null
ENST00000354667_90_90;ENST00000354667_90_90;ENSMUST00000114459_90_90:ENSMUST00000203954_90_90
ENST00000356674_90_90;ENST00000356674_90_90;ENSMUST00000090002_90_90:ENSMUST00000203220_90_90
ENST00000360787_90_90;ENST00000360787_90_90;ENSMUST00000114459_90_90:ENSMUST00000203954_90_90
ENST00000618183_90_90;ENST00000618183_90_90;null
ENSMUST00000069949_90_90;ENSMUST00000069949_90_90;null
ENSMUST00000090002_90_90;ENSMUST00000090002_90_90;ENST00000356674_90_90
ENSMUST00000114459_90_90;ENSMUST00000114459_90_90;ENST00000354667_90_90:ENST00000360787_90_90
ENSMUST00000203220_90_90;ENSMUST00000203220_90_90;ENST00000356674_90_90
ENSMUST00000203253_90_90;ENSMUST00000203253_90_90;null
ENSMUST00000203954_90_90;ENSMUST00000203954_90_90;ENST00000354667_90_90:ENST00000360787_90_90
ENSMUST00000204158_90_90;ENSMUST00000204158_90_90;null
ENSMUST00000204188_90_90;ENSMUST00000204188_90_90;null
