;id_transcript;orthoorthologues;tsm_scores
0;ENSBTAT00000007622_98;ENSBTAT00000018554_98:ENSCAFT00000048312_98:ENSCAFT00000079929_98:ENSCAFT00000020246_98:ENSCAFT00000079467_98:ENSCAFT00000083645_98:ENSCAFT00020019293_98:ENSCAFT00020036390_98:ENSCAFT00020036970_98:ENST00000376588_98:ENST00000307503_98:ENSGALT00000024496_98:ENSGALT00000033625_98:ENSMUST00000025542_98:ENSMUST00000162053_98:ENSMUST00000027491_98;0.821:0.873:0.8109999999999999:0.9209999999999999:0.9940000000000001:0.615:0.997:0.938:0.953:0.848:0.904:0.847:0.9670000000000001:0.861:0.8490000000000001:0.9940000000000001
1;ENSBTAT00000075748_98;;
2;ENSBTAT00000018554_98;ENSBTAT00000007622_98:ENSCAFT00000048312_98:ENSCAFT00000079929_98:ENSCAFT00000020246_98:ENSCAFT00000079467_98:ENSCAFT00000083645_98:ENSCAFT00020019293_98:ENSCAFT00020036390_98:ENSCAFT00020036970_98:ENST00000376588_98:ENST00000307503_98:ENSGALT00000024496_98:ENSGALT00000033625_98:ENSMUST00000025542_98:ENSMUST00000162053_98:ENSMUST00000027491_98;0.821:0.9520000000000001:0.925:0.857:0.777:0.708:0.998:1.0:0.887:0.975:0.889:0.99:0.858:0.865:0.922:0.885
3;ENSCAFT00000002468_98;ENST00000347159_98;1.0
4;ENSCAFT00000048312_98;ENSBTAT00000007622_98:ENSBTAT00000018554_98:ENSCAFT00000079929_98:ENSCAFT00000020246_98:ENSCAFT00000079467_98:ENSCAFT00000083645_98:ENSCAFT00020019293_98:ENSCAFT00020036390_98:ENSCAFT00020036970_98:ENST00000376588_98:ENST00000307503_98:ENSGALT00000024496_98:ENSGALT00000033625_98:ENSMUST00000025542_98:ENSMUST00000162053_98:ENSMUST00000027491_98;0.873:0.9520000000000001:0.853:0.905:0.8420000000000001:0.826:0.9740000000000001:0.9940000000000001:0.897:1.0:0.8809999999999999:1.0:0.862:0.9390000000000001:0.998:0.914
5;ENSCAFT00000079929_98;ENSBTAT00000007622_98:ENSBTAT00000018554_98:ENSCAFT00000048312_98:ENSCAFT00000020246_98:ENSCAFT00000079467_98:ENSCAFT00000083645_98:ENSCAFT00020019293_98:ENSCAFT00020036390_98:ENSCAFT00020036970_98:ENST00000376588_98:ENST00000307503_98:ENSGALT00000024496_98:ENSGALT00000033625_98:ENSMUST00000025542_98:ENSMUST00000162053_98:ENSMUST00000027491_98;0.8109999999999999:0.925:0.853:0.885:0.782:0.7559999999999999:1.0:0.9420000000000001:0.91:0.9079999999999999:0.885:0.927:0.8220000000000001:0.857:0.88:0.871
6;ENSCAFT00000020246_98;ENSBTAT00000007622_98:ENSBTAT00000018554_98:ENSCAFT00000048312_98:ENSCAFT00000079929_98:ENSCAFT00000079467_98:ENSCAFT00000083645_98:ENSCAFT00020019293_98:ENSCAFT00020036390_98:ENSCAFT00020036970_98:ENST00000376588_98:ENST00000307503_98:ENSGALT00000024496_98:ENSGALT00000033625_98:ENSMUST00000025542_98:ENSMUST00000162053_98:ENSMUST00000027491_98;0.9209999999999999:0.857:0.905:0.885:0.782:0.794:0.997:0.9990000000000001:0.9990000000000001:0.861:0.863:0.852:0.9109999999999999:0.853:0.853:0.93
7;ENSCAFT00000049661_98;;
8;ENSCAFT00000079467_98;ENSBTAT00000007622_98:ENSBTAT00000018554_98:ENSCAFT00000048312_98:ENSCAFT00000079929_98:ENSCAFT00000020246_98:ENSCAFT00000083645_98:ENSCAFT00020019293_98:ENSCAFT00020036390_98:ENSCAFT00020036970_98:ENST00000376588_98:ENST00000307503_98:ENSGALT00000024496_98:ENSGALT00000033625_98:ENSMUST00000025542_98:ENSMUST00000162053_98:ENSMUST00000027491_98;0.9940000000000001:0.777:0.8420000000000001:0.782:0.782:0.41200000000000003:0.997:0.958:0.8859999999999999:0.807:0.873:0.7979999999999999:0.9740000000000001:0.7979999999999999:0.8:1.0
9;ENSCAFT00000083645_98;ENSBTAT00000007622_98:ENSBTAT00000018554_98:ENSCAFT00000048312_98:ENSCAFT00000079929_98:ENSCAFT00000020246_98:ENSCAFT00000079467_98:ENSCAFT00020019293_98:ENSCAFT00020036390_98:ENSCAFT00020036970_98:ENST00000376588_98:ENST00000307503_98:ENSGALT00000024496_98:ENSGALT00000033625_98:ENSMUST00000025542_98:ENSMUST00000162053_98:ENSMUST00000027491_98;0.615:0.708:0.826:0.7559999999999999:0.794:0.41200000000000003:0.823:0.862:0.7070000000000001:0.752:0.541:0.732:0.474:0.733:0.735:0.619
