id_transcript;block_sequence
ENSCAFT00000018720_90_90;0.1.2.3.4.5.6.7.8.9.10.11.16.17.18.19.20.21.22
ENST00000347464_90_90;0.1.2.7.8.15.16.17.18.19.20.21.23
ENST00000373525_90_90;0.1.2.7.8.9.10.15.16.17.18.20.21.23
ENST00000392017_90_90;0.1.2.3.4.5.6.7.8.9.10.15.16.17.18.19.20.21.23
ENST00000392018_90_90;0.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.23
ENST00000392020_90_90;0.1.2.3.4.5.6.7.8.15.16.17.18.19.20.21.23
ENST00000392021_90_90;0
ENST00000417017_90_90;0.1.2.3.4.7.8.9
ENST00000419681_90_90;0.1.2.7.8.15.16.17
ENST00000431917_90_90;4.5
ENST00000444735_90_90;0.1.2.7.8.9.10.11.12.13.14.15.16
ENSMUST00000027512_90_90;0.1.2.3.4.5.6.7.8.9.10.15.16.17.18.19.20.22.23.24
ENSMUST00000113186_90_90;0.1.2.3.4.5.6.7.8.15.16.17.18.19.20.22.23.24
ENSMUST00000113190_90_90;0.1.2.3.4.5.6.7.8.9.10.11.12.14.15.16.17.18.19.20.22.23.24
ENSMUST00000144047_90_90;2.3.4.5.6.7
