nucHom;degHom;tsm
1.0;1.0;1.0
0.463;0.667;0.565
0.459;0.636;0.547
1.0;1.0;1.0
0.503;0.375;0.439
0.456;0.667;0.561
1.0;1.0;1.0
0.463;0.667;0.565
1.0;1.0;1.0
1.0;1.0;1.0
0.459;0.636;0.547
0.425;0.364;0.394
1.0;1.0;1.0
0.456;0.667;0.561
0.459;0.636;0.547
1.0;1.0;1.0
1.0;1.0;1.0
0.459;0.636;0.547
0.418;0.333;0.376
1.0;1.0;1.0
0.456;0.667;0.561
1.0;1.0;1.0
0.459;0.636;0.547
0.459;0.636;0.547
1.0;1.0;1.0
0.488;0.333;0.41
0.456;0.667;0.561
1.0;1.0;1.0
0.503;0.375;0.439
0.425;0.364;0.394
0.418;0.333;0.376
0.488;0.333;0.41
1.0;1.0;1.0
0.433;0.444;0.439
0.513;0.429;0.471
0.456;0.667;0.561
1.0;1.0;1.0
1.0;1.0;1.0
0.456;0.667;0.561
0.433;0.444;0.439
1.0;1.0;1.0
0.458;0.7;0.579
1.0;1.0;1.0
0.456;0.667;0.561
0.456;0.667;0.561
1.0;1.0;1.0
0.513;0.429;0.471
0.458;0.7;0.579
1.0;1.0;1.0
