id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript9_ENSPEMG00000024651;transcript33_ENSPEMG00000024651|1.0;transcript52_ENSCGRG00001010245|0.937&transcript38_ENSRNOG00000031503|0.986&transcript9_ENSCGRG00015005362|0.986&transcript33_ENSNGAG00000018584|0.936;null;0
transcript38_ENSCGRG00015005362;null;transcript38_ENSSTOG00000019743|1.0&transcript38_ENSRNOG00000031503|1.0&transcript38_ENSCGRG00000018457|1.0;null;0
transcript52_ENSCGRG00000018457;null;transcript52_ENSCGRG00001010245|1.0&transcript58_ENSMUGG00000013649|0.867;null;0
transcript29_ENSSTOG00000019743;transcript26_ENSSTOG00000019743|1.0&transcript40_ENSSTOG00000019743|1.0;transcript9_ENSCGRG00015005362|0.971;null;0
transcript52_ENSCGRG00001010245;null;transcript9_ENSPEMG00000024651|0.937&transcript52_ENSCGRG00000018457|1.0&transcript9_ENSCGRG00015005362|0.948&transcript33_ENSPEMG00000024651|0.937&transcript40_ENSSTOG00000019743|0.919;null;0
transcript38_ENSSTOG00000019743;null;transcript38_ENSCGRG00015005362|1.0&transcript38_ENSRNOG00000031503|1.0&transcript38_ENSCGRG00000018457|1.0;null;0
transcript38_ENSRNOG00000031503;null;transcript9_ENSPEMG00000024651|0.986&transcript38_ENSCGRG00015005362|1.0&transcript38_ENSSTOG00000019743|1.0&transcript9_ENSCGRG00015005362|1.0&transcript33_ENSPEMG00000024651|0.986&transcript38_ENSCGRG00000018457|1.0;null;0
transcript9_ENSCGRG00015005362;null;transcript9_ENSPEMG00000024651|0.986&transcript29_ENSSTOG00000019743|0.971&transcript52_ENSCGRG00001010245|0.948&transcript38_ENSRNOG00000031503|1.0&transcript26_ENSSTOG00000019743|0.971&transcript33_ENSPEMG00000024651|0.986&transcript33_ENSNGAG00000018584|0.949;null;0
transcript26_ENSSTOG00000019743;transcript29_ENSSTOG00000019743|1.0&transcript40_ENSSTOG00000019743|1.0;transcript9_ENSCGRG00015005362|0.971;null;0
transcript33_ENSPEMG00000024651;transcript9_ENSPEMG00000024651|1.0;transcript52_ENSCGRG00001010245|0.937&transcript38_ENSRNOG00000031503|0.986&transcript9_ENSCGRG00015005362|0.986&transcript33_ENSNGAG00000018584|0.936;null;0
