id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript2_ENSMLUG00000027828;null;transcript17_ENSMUGG00000013649|0.526&transcript8_ENSNGAG00000018584|0.737&transcript9_ENSNGAG00000018584|0.737&transcript2_ENSSTOG00000019743|0.904&transcript15_ENSSTOG00000019743|0.904;null;0
transcript17_ENSMUGG00000013649;null;transcript2_ENSMLUG00000027828|0.526;transcript17_ENSMUGG00000013592|0.985;0
transcript17_ENSMUGG00000013592;null;null;transcript17_ENSMUGG00000013649|0.985;0
transcript29_ENSMUGG00000013592;null;transcript8_ENSPEMG00000024651|0.929&transcript18_ENSNGAG00000018584|0.564&transcript2_ENSSTOG00000019743|0.607&transcript15_ENSSTOG00000019743|0.607;null;0
transcript8_ENSPEMG00000024651;null;transcript29_ENSMUGG00000013592|0.929&transcript18_ENSNGAG00000018584|0.538&transcript2_ENSSTOG00000019743|0.579&transcript15_ENSSTOG00000019743|0.579;null;0
transcript8_ENSNGAG00000018584;transcript9_ENSNGAG00000018584|0.998;transcript2_ENSMLUG00000027828|0.737;null;0
transcript9_ENSNGAG00000018584;transcript8_ENSNGAG00000018584|0.998;transcript2_ENSMLUG00000027828|0.737&transcript2_ENSSTOG00000019743|0.808&transcript15_ENSSTOG00000019743|0.808;null;0
transcript18_ENSNGAG00000018584;null;transcript29_ENSMUGG00000013592|0.564&transcript8_ENSPEMG00000024651|0.538;null;0
transcript2_ENSSTOG00000019743;transcript15_ENSSTOG00000019743|1.0;transcript2_ENSMLUG00000027828|0.904&transcript29_ENSMUGG00000013592|0.607&transcript8_ENSPEMG00000024651|0.579&transcript9_ENSNGAG00000018584|0.808;null;0
transcript15_ENSSTOG00000019743;transcript2_ENSSTOG00000019743|1.0;transcript2_ENSMLUG00000027828|0.904&transcript29_ENSMUGG00000013592|0.607&transcript8_ENSPEMG00000024651|0.579&transcript9_ENSNGAG00000018584|0.808;null;0
transcript7_ENSNGAG00000018584;null;null;null;1
transcript10_ENSNGAG00000018584;transcript19_ENSNGAG00000018584|0.969;null;null;2
transcript19_ENSNGAG00000018584;transcript10_ENSNGAG00000018584|0.969;null;null;2
