id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript52_MGP-CAROLIEiJ-G0020234;null;null;null;0
transcript63_MGP-CAROLIEiJ-G0020234;null;transcript57_ENSMUSG00000054036|1.0&transcript67_ENSMUSG00000054036|1.0&transcript40_ENSRNOG00000031503|1.0&transcript8_ENSRNOG00000031503|1.0&transcript55_ENSRNOG00000031503|1.0&transcript54_ENSRNOG00000031503|1.0;null;1
transcript64_ENSMUSG00000054036;null;transcript9_MGP-PahariEiJ-G0020237|0.812&transcript49_ENSRNOG00000031503|1.0;null;1
transcript48_MGP-PahariEiJ-G0020237;null;transcript57_ENSMUSG00000054036|1.0&transcript40_ENSRNOG00000031503|1.0&transcript8_ENSRNOG00000031503|1.0&transcript55_ENSRNOG00000031503|1.0&transcript54_ENSRNOG00000031503|1.0;null;1
transcript57_ENSMUSG00000054036;null;transcript63_MGP-CAROLIEiJ-G0020234|1.0&transcript48_MGP-PahariEiJ-G0020237|1.0&transcript40_ENSRNOG00000031503|1.0&transcript8_ENSRNOG00000031503|1.0&transcript55_ENSRNOG00000031503|1.0&transcript54_ENSRNOG00000031503|1.0&transcript41_ENSMUGG00000013649|1.0;null;1
transcript67_ENSMUSG00000054036;null;transcript63_MGP-CAROLIEiJ-G0020234|1.0&transcript9_MGP-CAROLIEiJ-G0020234|1.0;null;1
transcript9_MGP-CAROLIEiJ-G0020234;null;transcript67_ENSMUSG00000054036|1.0&transcript9_MGP-PahariEiJ-G0020237|1.0;null;1
transcript9_MGP-PahariEiJ-G0020237;null;transcript64_ENSMUSG00000054036|0.812&transcript9_MGP-CAROLIEiJ-G0020234|1.0&transcript49_ENSRNOG00000031503|0.8;null;1
transcript40_ENSRNOG00000031503;null;transcript63_MGP-CAROLIEiJ-G0020234|1.0&transcript48_MGP-PahariEiJ-G0020237|1.0&transcript57_ENSMUSG00000054036|1.0&transcript41_ENSMUGG00000013649|1.0;null;1
transcript49_ENSRNOG00000031503;null;transcript64_ENSMUSG00000054036|1.0&transcript9_MGP-PahariEiJ-G0020237|0.8;null;1
transcript8_ENSRNOG00000031503;null;transcript63_MGP-CAROLIEiJ-G0020234|1.0&transcript48_MGP-PahariEiJ-G0020237|1.0&transcript57_ENSMUSG00000054036|1.0;null;1
transcript55_ENSRNOG00000031503;transcript54_ENSRNOG00000031503|1.0;transcript63_MGP-CAROLIEiJ-G0020234|1.0&transcript48_MGP-PahariEiJ-G0020237|1.0&transcript57_ENSMUSG00000054036|1.0;null;1
transcript54_ENSRNOG00000031503;transcript55_ENSRNOG00000031503|1.0;transcript63_MGP-CAROLIEiJ-G0020234|1.0&transcript48_MGP-PahariEiJ-G0020237|1.0&transcript57_ENSMUSG00000054036|1.0;null;1
transcript41_ENSMUGG00000013649;null;transcript57_ENSMUSG00000054036|1.0&transcript40_ENSRNOG00000031503|1.0;null;1
transcript7_MGP-PahariEiJ-G0020237;null;null;null;2
transcript62_MGP-CAROLIEiJ-G0020234;null;null;null;3
transcript52_ENSMUSG00000054036;null;null;null;4
transcript53_ENSRNOG00000031503;null;null;null;5
