id_transcript;block_sequence
ENSCAFT00000014740_90_90;0.1.2.3.7.8.10.11.12.13.14.15.16.17.18.19.20
ENST00000262493_90_90;0.1.2.6.7.8.10.11.12.13.14.15.16.17.18.19.21.22.23.24
ENST00000262494_90_90;0.1.2.6.7.8.10.11.12.13.14.15.16.17.18.19.20
ENST00000562316_90_90;11.12.13.14.15.16.17.18.19.21.25.26
ENST00000563661_90_90;0.1.2.6.7.8.9
ENST00000564727_90_90;19.21.22.23.25
ENST00000568375_90_90;16.17.18.19.22
ENST00000569295_90_90;0.1.2.3
ENST00000570235_90_90;0.1.2.4
ENST00000638705_90_90;0.1.2.6.7.8.10.11.12.13.14.15.16.17.18.19.21.22.23.24
ENST00000639268_90_90;8.10.11
ENST00000639341_90_90;14.15.16.17.18.19.21.22.23.24
ENST00000639770_90_90;1.2.5
ENST00000640469_90_90;17.18.19.21.22.23.24
ENST00000640893_90_90;0.1.2.6.7.8.13.14
ENSMUST00000034198_90_90;0.1.2.3.7.8.10.11.12.13.14.15.16.17.18.19.21.22.23.24
ENSMUST00000125716_90_90;0.1.2.3.7.8.10.11.12.13.14.15.16.17.18.19.21.22.23.24
ENSMUST00000127900_90_90;3.7.8.10.11
ENSMUST00000137202_90_90;2.3.7.8.10.11.12.13.14.15.16.17
ENSMUST00000138659_90_90;0.1.2.3.7.8.10.11.12.13.14.15.16.17.18.19.20
ENSMUST00000142466_90_90;19.21.22.23.25
ENSMUST00000149530_90_90;19.21.25.26
