;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000015696_90_90;ENST00000370187_90_90;0.9990000000000001
1;ENST00000370183_90_90;ENSMUST00000224102_90_90;0.644
2;ENST00000370187_90_90;ENSCAFT00000015696_90_90;0.9990000000000001
3;ENST00000393441_90_90;;
4;ENST00000408038_90_90;;
5;ENSMUST00000065601_90_90;ENSMUST00000111936_90_90;0.94
6;ENSMUST00000111936_90_90;ENSMUST00000065601_90_90;0.94
7;ENSMUST00000223684_90_90;ENSMUST00000223764_90_90;0.381
8;ENSMUST00000223764_90_90;ENSMUST00000223684_90_90;0.381
9;ENSMUST00000224102_90_90;ENST00000370183_90_90;0.644
10;ENSMUST00000224318_90_90;;
11;ENSMUST00000224478_90_90;;
