;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000000625_90_90;ENSMUST00000161123_90_90:ENST00000484601_90_90:ENST00000460828_90_90;0.006999999999999999:0.289:0.293
1;ENST00000367378_90_90;ENSMUST00000162606_90_90:ENST00000464889_90_90:ENSMUST00000159917_90_90:ENST00000367384_90_90;0.579:1.0:0.591:0.98
2;ENST00000367380_90_90;;
3;ENST00000367384_90_90;ENSMUST00000162606_90_90:ENST00000367378_90_90:ENST00000464889_90_90:ENSMUST00000159917_90_90;0.5920000000000001:0.98:0.98:0.579
4;ENST00000460828_90_90;ENSMUST00000161123_90_90:ENST00000484601_90_90:ENSCAFT00000000625_90_90;0.168:0.8390000000000001:0.293
5;ENST00000464889_90_90;ENSMUST00000162606_90_90:ENST00000367378_90_90:ENSMUST00000159917_90_90:ENST00000367384_90_90;0.579:1.0:0.591:0.98
6;ENST00000484601_90_90;ENSMUST00000161123_90_90:ENSCAFT00000000625_90_90:ENST00000460828_90_90;0.18899999999999997:0.289:0.8390000000000001
7;ENST00000486585_90_90;;
8;ENST00000494411_90_90;;
9;ENST00000495487_90_90;ENSMUST00000161428_90_90;0.435
10;ENST00000544496_90_90;;
11;ENSMUST00000159917_90_90;ENSMUST00000162606_90_90:ENST00000367378_90_90:ENST00000464889_90_90:ENST00000367384_90_90;0.98:0.591:0.591:0.579
12;ENSMUST00000159977_90_90;;
13;ENSMUST00000161123_90_90;ENST00000484601_90_90:ENSCAFT00000000625_90_90:ENST00000460828_90_90;0.18899999999999997:0.006999999999999999:0.168
14;ENSMUST00000161428_90_90;ENST00000495487_90_90;0.435
15;ENSMUST00000162606_90_90;ENST00000367378_90_90:ENST00000464889_90_90:ENSMUST00000159917_90_90:ENST00000367384_90_90;0.579:0.579:0.98:0.5920000000000001
16;ENSMUST00000162682_90_90;;
17;ENSMUST00000163085_90_90;;
