;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000002127_90_90;ENSMUST00000062694_90_90:ENST00000229794_90_90;0.991:0.9940000000000001
1;ENSCAFT00000010587_90_90;ENST00000374179_90_90:ENSMUST00000111943_90_90:ENSMUST00000114758_90_90:ENST00000310795_90_90;0.981:0.99:0.6559999999999999:0.57
2;ENST00000360332_90_90;ENSMUST00000111942_90_90;0.998
3;ENST00000374174_90_90;ENSMUST00000124886_90_90;0.9009999999999999
4;ENST00000374176_90_90;ENSMUST00000022504_90_90:ENST00000395611_90_90;0.9890000000000001:1.0
5;ENST00000374179_90_90;ENSMUST00000111943_90_90:ENSMUST00000114758_90_90:ENST00000310795_90_90:ENSCAFT00000010587_90_90;0.988:0.6409999999999999:0.557:0.981
6;ENST00000374182_90_90;ENSMUST00000111945_90_90;0.99
7;ENST00000374189_90_90;ENSMUST00000111944_90_90;0.991
8;ENST00000395611_90_90;ENST00000374176_90_90:ENSMUST00000022504_90_90;1.0:0.9890000000000001
9;ENST00000426557_90_90;ENST00000622903_90_90:ENST00000432379_90_90:ENST00000491957_90_90;0.79:0.995:0.79
10;ENST00000429041_90_90;ENST00000472333_90_90;0.698
11;ENST00000432379_90_90;ENST00000426557_90_90:ENST00000622903_90_90:ENST00000491957_90_90;0.995:0.794:0.794
12;ENST00000229794_90_90;ENSMUST00000062694_90_90:ENSCAFT00000002127_90_90;0.996:0.9940000000000001
13;ENST00000229795_90_90;ENSMUST00000004990_90_90;0.8590000000000001
14;ENST00000310795_90_90;ENST00000374179_90_90:ENSMUST00000111943_90_90:ENSMUST00000114758_90_90:ENSCAFT00000010587_90_90;0.557:0.565:0.813:0.57
15;ENST00000468133_90_90;ENSMUST00000114752_90_90:ENSMUST00000114754_90_90;1.0:1.0
16;ENST00000472333_90_90;ENST00000429041_90_90;0.698
17;ENST00000474429_90_90;;
18;ENST00000491957_90_90;ENST00000426557_90_90:ENST00000622903_90_90:ENST00000432379_90_90;0.79:1.0:0.794
19;ENST00000622903_90_90;ENST00000426557_90_90:ENST00000432379_90_90:ENST00000491957_90_90;0.79:0.794:1.0
20;ENSMUST00000022504_90_90;ENST00000374176_90_90:ENST00000395611_90_90;0.9890000000000001:0.9890000000000001
21;ENSMUST00000111942_90_90;ENST00000360332_90_90;0.998
22;ENSMUST00000111943_90_90;ENST00000374179_90_90:ENSMUST00000114758_90_90:ENST00000310795_90_90:ENSCAFT00000010587_90_90;0.988:0.649:0.565:0.99
23;ENSMUST00000111944_90_90;ENST00000374189_90_90;0.991
24;ENSMUST00000111945_90_90;ENST00000374182_90_90;0.99
25;ENSMUST00000004990_90_90;ENST00000229795_90_90;0.8590000000000001
26;ENSMUST00000062694_90_90;ENST00000229794_90_90:ENSCAFT00000002127_90_90;0.996:0.991
27;ENSMUST00000114752_90_90;ENST00000468133_90_90:ENSMUST00000114754_90_90;1.0:1.0
28;ENSMUST00000114754_90_90;ENST00000468133_90_90:ENSMUST00000114752_90_90;1.0:1.0
29;ENSMUST00000114758_90_90;ENST00000374179_90_90:ENSMUST00000111943_90_90:ENST00000310795_90_90:ENSCAFT00000010587_90_90;0.6409999999999999:0.649:0.813:0.6559999999999999
30;ENSMUST00000124886_90_90;ENST00000374174_90_90;0.9009999999999999
