id_transcript;block_sequence
ENSCAFT00000012435_90_90;0.1.5.6.7.8.9.10.11.13.14.15.16.17
ENST00000278422_90_90;0.1.2.6.7.8.9.10.12.13.14.15.16.17
ENST00000378312_90_90;0.1.2.8.9.10.12.13.14.15.16.17
ENST00000524972_90_90;0.1.2.9
ENST00000525035_90_90;0.1.2.4.5.6
ENST00000528110_90_90;0.1.2.9
ENST00000529403_90_90;0.1.2.4.5.6
ENST00000530114_90_90;0.1.2.14
ENST00000533602_90_90;0.1.2.3
ENSMUST00000053664_90_90;0.1.5.6.7.8.9.10.11.13.14.15.17
ENSMUST00000111664_90_90;0.1.5.8.9.10.11.13.14.15.17
ENSMUST00000111665_90_90;0.1.5.6.7.8.9.10.11.13.14.15.17
ENSMUST00000152149_90_90;0
