;ENSCAFT00000020369_90_90;ENST00000281171_90_90;ENST00000348962_90_90;ENST00000442921_90_90;ENST00000445537_90_90;ENST00000535311_90_90;ENST00000535322_90_90;ENST00000542557_90_90;ENST00000543886_90_90;ENST00000544244_90_90;ENSMUST00000077115_90_90;ENSMUST00000167002_90_90;ENSMUST00000167679_90_90;ENSMUST00000203914_90_90
ENSCAFT00000020369_90_90;1.0;1.0;0.929;0.571;0.571;0.143;0.071;0.5;0.286;0.5;1.0;0.6;0.933;0.533
ENST00000281171_90_90;1.0;1.0;0.938;0.562;0.562;0.125;0.118;0.5;0.235;0.5;1.0;0.571;0.929;0.5
ENST00000348962_90_90;0.929;0.938;1.0;0.5;0.5;0.133;0.125;0.533;0.25;0.533;0.929;0.5;1.0;0.538
ENST00000442921_90_90;0.571;0.562;0.5;1.0;1.0;0.1;0.2;0.889;0.077;0.889;0.571;1.0;0.5;0.875
ENST00000445537_90_90;0.571;0.562;0.5;1.0;1.0;0.1;0.2;0.889;0.077;0.889;0.571;1.0;0.5;0.875
ENST00000535311_90_90;0.143;0.125;0.133;0.1;0.1;1.0;0.0;0.111;0.0;0.111;0.143;0.111;0.154;0.125
ENST00000535322_90_90;0.071;0.118;0.125;0.2;0.2;0.0;1.0;0.222;0.0;0.222;0.071;0.125;0.077;0.143
ENST00000542557_90_90;0.5;0.5;0.533;0.889;0.889;0.111;0.222;1.0;0.083;1.0;0.5;0.875;0.538;1.0
ENST00000543886_90_90;0.286;0.235;0.25;0.077;0.077;0.0;0.0;0.083;1.0;0.083;0.286;0.091;0.308;0.1
ENST00000544244_90_90;0.5;0.5;0.533;0.889;0.889;0.111;0.222;1.0;0.083;1.0;0.5;0.875;0.538;1.0
ENSMUST00000077115_90_90;1.0;1.0;0.929;0.571;0.571;0.143;0.071;0.5;0.286;0.5;1.0;0.5;0.944;0.444
ENSMUST00000167002_90_90;0.6;0.571;0.5;1.0;1.0;0.111;0.125;0.875;0.091;0.875;0.5;1.0;0.444;0.889
ENSMUST00000167679_90_90;0.933;0.929;1.0;0.5;0.5;0.154;0.077;0.538;0.308;0.538;0.944;0.444;1.0;0.471
ENSMUST00000203914_90_90;0.533;0.5;0.538;0.875;0.875;0.125;0.143;1.0;0.1;1.0;0.444;0.889;0.471;1.0
