id_transcript;block_sequence
ENSCAFT00000006937_90_90;0.1.2.3.4.5.6.9.10.11.12
ENST00000422453_90_90;0.1.2.3.4.5.11.12
ENST00000441626_90_90;0.1.2.3.4.5.8.9.10.11.12
ENST00000446936_90_90;0.3.4.5.8.9.10.11.12
ENST00000451728_90_90;0.1.2.3.4.5.10.11.12
ENST00000500450_90_90;0.4.5.11.12
ENST00000502976_90_90;0.3.4.5.11.12
ENST00000504813_90_90;0.1.2.4.5.11.12
ENST00000512338_90_90;0.1.3.4.5.6.7.8.9.10.11
ENSMUST00000032138_90_90;0.1.2.3.4.9.10.11.12
ENSMUST00000113617_90_90;0.1.2.3.4.9.11.12
ENSMUST00000113619_90_90;0.3.4.9.11.12
ENSMUST00000204653_90_90;0.1.2.3.4.9.11.12
ENSMUST00000204890_90_90;0.1.3.4.9.11.12
