;ENSCAFT00000027870_90_90;ENST00000554308_90_90;ENST00000554511_90_90;ENST00000554684_90_90;ENST00000554943_90_90;ENST00000555029_90_90;ENST00000555462_90_90;ENST00000555470_90_90;ENST00000557018_90_90;ENSMUST00000048305_90_90;ENSMUST00000163095_90_90;ENSMUST00000223091_90_90;ENSMUST00000223459_90_90
ENSCAFT00000027870_90_90;1.0;0.648;0.119;0.984;0.999;0.228;0.712;0.238;0.18;0.983;0.999;0.092;0.178
ENST00000554308_90_90;0.648;1.0;0.183;0.657;0.646;0.319;0.36;0.341;0.277;0.657;0.647;0.142;0.0
ENST00000554511_90_90;0.119;0.183;1.0;0.121;0.119;0.296;0.105;0.0;0.659;0.121;0.119;0.0;0.0
ENST00000554684_90_90;0.984;0.657;0.121;1.0;0.984;0.213;0.697;0.227;0.183;1.0;0.984;0.094;0.181
ENST00000554943_90_90;0.999;0.646;0.119;0.984;1.0;0.228;0.713;0.238;0.18;0.984;1.0;0.092;0.178
ENST00000555029_90_90;0.228;0.319;0.296;0.213;0.228;1.0;0.32;0.342;0.24;0.213;0.229;0.0;0.0
ENST00000555462_90_90;0.712;0.36;0.105;0.697;0.713;0.32;1.0;0.143;0.097;0.697;0.713;0.13;0.25
ENST00000555470_90_90;0.238;0.341;0.0;0.227;0.238;0.342;0.143;1.0;0.0;0.227;0.238;0.0;0.0
ENST00000557018_90_90;0.18;0.277;0.659;0.183;0.18;0.24;0.097;0.0;1.0;0.183;0.181;0.0;0.0
ENSMUST00000048305_90_90;0.983;0.657;0.121;1.0;0.984;0.213;0.697;0.227;0.183;1.0;0.984;0.094;0.181
ENSMUST00000163095_90_90;0.999;0.647;0.119;0.984;1.0;0.229;0.713;0.238;0.181;0.984;1.0;0.092;0.178
ENSMUST00000223091_90_90;0.092;0.142;0.0;0.094;0.092;0.0;0.13;0.0;0.0;0.094;0.092;1.0;0.0
ENSMUST00000223459_90_90;0.178;0.0;0.0;0.181;0.178;0.0;0.25;0.0;0.0;0.181;0.178;0.0;1.0
