id_transcript;block_sequence
ENSCAFT00000016649_90_90;0.1.2.5.6.7.8.9.10.11.12.13.14.17.18.19.21.22
ENST00000360194_90_90;0.1.2.5.6.7.8.9.10.11.12.13.14.15.18.19.20.22
ENST00000525338_90_90;0.1.2.5.6.9.10.11.12
ENST00000528985_90_90;0.1.2.5.6.7.8.9.10.11.12.13.14.15.18.19.20.21
ENST00000529731_90_90;0.1.2.5.6.9.10.11.12.13.14.15.16.17.18.19.20.22
ENST00000530043_90_90;0.1.2.5.6.7
ENST00000533050_90_90;0.1.2.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.22
ENST00000627851_90_90;0.1.2.5.6.9.10.11.12.13.14.15.16.17.18.19.20.22
ENSMUST00000059057_90_90;0.1.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.21.22
ENSMUST00000063782_90_90;0.1.4.5.6.9.10.11.12.13.14.15.16.17.18.19.21.22
ENSMUST00000121564_90_90;0.1.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.21.22
ENSMUST00000125087_90_90;0.1.4.5.6.7.8.9.10
ENSMUST00000133739_90_90;6.9.16.17.18
ENSMUST00000214230_90_90;1.2.3
ENSMUST00000217306_90_90;12.13
