;ENSCAFT00000020369_90_90;ENST00000281171_90_90;ENST00000348962_90_90;ENST00000442921_90_90;ENST00000445537_90_90;ENST00000535311_90_90;ENST00000535322_90_90;ENST00000542557_90_90;ENST00000543886_90_90;ENST00000544244_90_90;ENSMUST00000077115_90_90;ENSMUST00000167002_90_90;ENSMUST00000167679_90_90;ENSMUST00000203914_90_90
ENSCAFT00000020369_90_90;1.0;0.888;0.849;0.401;0.401;0.099;0.075;0.36;0.36;0.36;0.89;0.448;0.853;0.405
ENST00000281171_90_90;0.888;1.0;0.958;0.448;0.448;0.099;0.106;0.405;0.36;0.405;0.845;0.401;0.808;0.36
ENST00000348962_90_90;0.849;0.958;1.0;0.405;0.405;0.104;0.111;0.425;0.373;0.425;0.808;0.36;0.837;0.378
ENST00000442921_90_90;0.401;0.448;0.405;1.0;1.0;0.063;0.242;0.91;0.039;0.91;0.376;0.899;0.338;0.814
ENST00000445537_90_90;0.401;0.448;0.405;1.0;1.0;0.063;0.242;0.91;0.039;0.91;0.376;0.899;0.338;0.814
ENST00000535311_90_90;0.099;0.099;0.104;0.063;0.063;1.0;0.0;0.07;0.0;0.07;0.091;0.063;0.096;0.07
ENST00000535322_90_90;0.075;0.106;0.111;0.242;0.242;0.0;1.0;0.265;0.0;0.265;0.072;0.187;0.074;0.202
ENST00000542557_90_90;0.36;0.405;0.425;0.91;0.91;0.07;0.265;1.0;0.042;1.0;0.338;0.814;0.352;0.887
ENST00000543886_90_90;0.36;0.36;0.373;0.039;0.039;0.0;0.0;0.042;1.0;0.042;0.346;0.039;0.357;0.042
ENST00000544244_90_90;0.36;0.405;0.425;0.91;0.91;0.07;0.265;1.0;0.042;1.0;0.338;0.814;0.352;0.887
ENSMUST00000077115_90_90;0.89;0.845;0.808;0.376;0.376;0.091;0.072;0.338;0.346;0.338;1.0;0.415;0.96;0.376
ENSMUST00000167002_90_90;0.448;0.401;0.36;0.899;0.899;0.063;0.187;0.814;0.039;0.814;0.415;1.0;0.376;0.91
ENSMUST00000167679_90_90;0.853;0.808;0.837;0.338;0.338;0.096;0.074;0.352;0.357;0.352;0.96;0.376;1.0;0.393
ENSMUST00000203914_90_90;0.405;0.36;0.378;0.814;0.814;0.07;0.202;0.887;0.042;0.887;0.376;0.91;0.393;1.0
