id_transcript;block_sequence
ENSCAFT00000020369_90_90;0.1.3.5.7.8.11.12.13.14.15.16.17.18.21.22
ENST00000281171_90_90;0.1.3.5.7.10.11.12.13.14.15.16.17.18.19.22
ENST00000348962_90_90;0.1.3.5.7.10.11.12.13.14.15.17.18.19.22
ENST00000442921_90_90;0.13.14.15.16.17.18.19.22
ENST00000445537_90_90;0.13.14.15.16.17.18.19.22
ENST00000535311_90_90;12.14
ENST00000535322_90_90;18.19.20
ENST00000542557_90_90;0.13.14.15.17.18.19.22
ENST00000543886_90_90;0.1.3.5.6
ENST00000544244_90_90;0.13.14.15.17.18.19.22
ENSMUST00000077115_90_90;0.1.2.3.4.5.7.9.11.12.13.14.15.16.17.18.21.22
ENSMUST00000167002_90_90;0.13.14.15.16.17.18.21.22
ENSMUST00000167679_90_90;0.1.2.3.4.5.7.9.11.12.13.14.15.17.18.21.22
ENSMUST00000203914_90_90;0.13.14.15.17.18.21.22
