id_transcript;blocks
transcript42_ENSMUGG00000013649;0|1|2|4|5|6|7|8|9|10|11|12
transcript37_ENSCGRG00000018457;0|1|2|3|4|5|6|7|8|9|12
transcript31_ENSCGRG00001010245;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript37_ENSCGRG00001010245;0|1|2|3|4|5|6|7|8|9|12
transcript49_ENSCGRG00001010245;0|1|2|3|4|5|6|7|9|12
transcript50_ENSCGRG00001010245;0|1|2|3|4|6|7|8|9|10|11|12
transcript51_ENSCGRG00001010245;0|1|2|3|4|5|7|8|9|10|11|12
transcript7_ENSPEMG00000024651;0|1|2|3|4|5|6|7|8|9|11|12
transcript31_ENSPEMG00000024651;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript42_ENSPEMG00000024651;0|2|3|4|5|6|7|8|9|10|11|12
transcript43_ENSPEMG00000024651;0|1|2|3|4|5|6|7|8|9|10|11|12
