id_transcript;block_sequence
ENSCAFT00000012325_90_90;0.1.2.3.4.5.6.7.8.9.10.11.13.14.15.16.19.20.21.22.23.24.26.27
ENSCAFT00000012333_90_90;0.1.2.3.4.5.6.7.9.10.11.13.14.15.16.19.20.21.22.23.24.26.28
ENST00000295951_90_90;0.1.2.3.4.5.8.9.10.11.12.14.15.16.17.20.21.22.23.24.26.28
ENST00000295952_90_90;0.1.2.3.4.5.8.9.10.11.12.14.15.16.17.20.21.22.23.24.26.28
ENST00000383718_90_90;0.1.2.3.4.5.6.7.9.10.11.12.14.15.16.17.18
ENST00000416658_90_90;5.14.15.16.17.20.21.22.23.24.26.27
ENST00000417128_90_90;9.10.11.12.14.15.16.17.20.21.22.23.24.26.27
ENST00000428312_90_90;0.1.2.3.4.5.6.8.9.10.11.12.14.15.16.17.20.21.22.23.24.26.28
ENST00000438794_90_90;11.12.14.15.16.17.21.22.23.24.25
ENST00000449503_90_90;0.1.2.3.4.5.9.10.11.12.14.15.16.17.20.21.22.23.24.26.28
ENST00000460223_90_90;24.27
ENST00000461354_90_90;16.17.20.21
ENST00000465203_90_90;3.4.5.7.8.9.10.11.12.14
ENST00000466255_90_90;16.17.21.22
ENST00000494088_90_90;16.17.21.22.23.24.26.27
ENST00000495364_90_90;16.17.20.21.22.23.24.26.28
ENSMUST00000038522_90_90;0.1.2.3.4.5.6.7.9.10.11.13.14.15.16.19.20.21.22.23.24.26.27
ENSMUST00000090359_90_90;0.1.2.3.4.5.6.8.9.10.11.13.14.15.16.19.20.21.22.23.24.26.28
ENSMUST00000102956_90_90;0.1.2.3.4.5.6.7.9.10.11.13.14.15.16.19.20.21.22.23.24.26.27
ENSMUST00000112330_90_90;0.1.2.3.4.5.9.10.11.13.14.15.16.19.20.21.22.23.24.26.28
ENSMUST00000112331_90_90;1.2.3.4.5.8.9.10.11.13.14.15.16.19.20.21.22.23.24.26.28
ENSMUST00000139075_90_90;0.1.2.3.4.5.6.7.8.9.10.11.13.14.15.16.19.20.21.22.23.24.26.28
ENSMUST00000142679_90_90;5.14.15.16.19.20.21.22.23.24.26.27
ENSMUST00000145738_90_90;4.5.6.9.10.11.13.14.15.16.19.20.21.22.23.24.26.28
ENSMUST00000146438_90_90;2.3.4.5.7.8.9
