id_transcript;id_gene
ENSCAFT00000002127_90_90;ENSCAFG00000001378_90
ENSCAFT00000010587_90_90;ENSCAFG00000006551_90
ENST00000360332_90_90;ENSG00000107643_90
ENST00000374174_90_90;ENSG00000107643_90
ENST00000374176_90_90;ENSG00000107643_90
ENST00000374179_90_90;ENSG00000107643_90
ENST00000374182_90_90;ENSG00000107643_90
ENST00000374189_90_90;ENSG00000107643_90
ENST00000395611_90_90;ENSG00000107643_90
ENST00000426557_90_90;ENSG00000107643_90
ENST00000429041_90_90;ENSG00000107643_90
ENST00000432379_90_90;ENSG00000107643_90
ENST00000229794_90_90;ENSG00000112062_90
ENST00000229795_90_90;ENSG00000112062_90
ENST00000310795_90_90;ENSG00000112062_90
ENST00000468133_90_90;ENSG00000112062_90
ENST00000472333_90_90;ENSG00000112062_90
ENST00000474429_90_90;ENSG00000112062_90
ENST00000491957_90_90;ENSG00000112062_90
ENST00000622903_90_90;ENSG00000112062_90
ENSMUST00000022504_90_90;ENSMUSG00000021936_90
ENSMUST00000111942_90_90;ENSMUSG00000021936_90
ENSMUST00000111943_90_90;ENSMUSG00000021936_90
ENSMUST00000111944_90_90;ENSMUSG00000021936_90
ENSMUST00000111945_90_90;ENSMUSG00000021936_90
ENSMUST00000004990_90_90;ENSMUSG00000053436_90
ENSMUST00000062694_90_90;ENSMUSG00000053436_90
ENSMUST00000114752_90_90;ENSMUSG00000053436_90
ENSMUST00000114754_90_90;ENSMUSG00000053436_90
ENSMUST00000114758_90_90;ENSMUSG00000053436_90
ENSMUST00000124886_90_90;ENSMUSG00000053436_90
