id_transcript;blocks
transcript7_MGP-PahariEiJ-G0020237;0|2|5|7|9|11|13|15|17|19|20|21|23|25|26|28|30|32|34|36|38|39|41|43|45|47|49|51|53|55|57|59|61|62|63|65|66|67|68|69|71|73|74|76|78|80|82|84|86|88|90|92|94
transcript9_MGP-PahariEiJ-G0020237;0|2|5|7|9|11|13|15|17|19|21|23|25|39|41|43|45|47|49|51|53|55|57|59|61|62|63|65|67|68|69|71|73|74|76|78|80|82|84|86|88|90|92|94
transcript37_MGP-PahariEiJ-G0020237;0|2|4|5|7|9|11|13|15|17|19|20|21|23|25|26|28|30|32|34|36|38|39|41|43|45|47|49|51|53|55|57|59|61|62|63|65|66|67|68|69|71|73|74|76|78|80|82|84|86|88|90|92|94
transcript39_MGP-PahariEiJ-G0020237;0|2|5|7|9|11|13|15|17|19|20|21|23|25|39|41|43|45|47|49|51|53|55|57|59|61|62|63|65|66|67|68|69|71|73|74|76|78|80|82|84|86|88|90|92|94
transcript49_MGP-PahariEiJ-G0020237;0|2|5|7|9|11|13|15|17|19|21|23|25|39|41|43|45|47|49|51|53|55|57|59|61|62|63|65|66|67|68|69|71|73|74|76|78|80|82|84|86|88|90|92|94
transcript50_MGP-PahariEiJ-G0020237;0|2|4|5|7|9|11|13|15|17|19|20|21|23|25|26|28|30|32|34|36|38|39|41|43|45|47|49|51|53|55|57|59|61|62|63|65|66|67|69|71|73|74|76|78|80|82|84|86|88|90|92|94
transcript51_MGP-PahariEiJ-G0020237;0|2|4|5|7|9|11|13|15|17|19|20|21|23|25|26|28|30|32|34|36|38|39|41|43|45|47|49|51|53|55|57|59|61|62|63|65|66|67|68|74|76|78|80|82|84|86|88|90|92|94
transcript52_MGP-PahariEiJ-G0020237;0|2|4|5|7|9|11|13|15|17|19|20|21|23|25|26|28|30|32|34|36|38|39|41|43|45|47|49|51|53|55|57|59|61|63|65|66|67|68|74|76|78|80|82|84|86|88|90|92|94
transcript36_ENSRNOG00000031503;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94
transcript37_ENSRNOG00000031503;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94
transcript44_ENSRNOG00000031503;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94
