nucHom;degHom;tsm
1.0;1.0;1.0
1.0;0.929;0.965
0.75;0.714;0.732
0.841;0.857;0.849
0.816;0.714;0.765
0.591;0.643;0.617
0.657;0.643;0.65
0.662;0.571;0.617
0.143;0.143;0.143
0.503;0.5;0.502
0.994;0.786;0.89
0.716;0.786;0.751
0.835;0.714;0.774
0.84;0.846;0.843
0.815;0.692;0.753
0.394;0.308;0.351
0.502;0.462;0.482
0.835;0.769;0.802
0.284;0.154;0.219
0.656;0.462;0.559
0.999;0.923;0.961
1.0;0.929;0.965
1.0;1.0;1.0
0.75;0.786;0.768
0.824;0.867;0.845
0.816;0.786;0.801
0.579;0.667;0.623
0.644;0.667;0.655
0.627;0.438;0.532
0.127;0.118;0.122
0.467;0.353;0.41
0.994;0.857;0.925
0.702;0.8;0.751
0.818;0.733;0.775
0.823;0.846;0.835
0.815;0.75;0.782
0.386;0.308;0.347
0.467;0.333;0.4
0.818;0.769;0.793
0.283;0.154;0.218
0.622;0.357;0.489
0.999;1.0;1.0
0.75;0.714;0.732
0.75;0.786;0.768
1.0;1.0;1.0
0.579;0.667;0.623
0.907;0.833;0.87
0.767;0.833;0.8
0.697;0.692;0.694
0.822;0.538;0.68
0.163;0.143;0.153
0.609;0.429;0.519
0.744;0.643;0.694
0.457;0.6;0.528
0.573;0.533;0.553
0.578;0.615;0.597
0.906;0.8;0.853
0.512;0.4;0.456
0.608;0.417;0.512
0.573;0.538;0.555
0.377;0.2;0.288
0.815;0.455;0.635
0.749;0.75;0.75
0.841;0.857;0.849
0.824;0.867;0.845
0.579;0.667;0.623
1.0;1.0;1.0
0.644;0.667;0.655
0.71;0.786;0.748
0.787;0.786;0.786
0.467;0.353;0.41
0.169;0.188;0.178
0.571;0.438;0.504
0.818;0.733;0.775
0.855;0.929;0.892
0.993;0.857;0.925
0.999;1.0;1.0
0.643;0.615;0.629
0.482;0.417;0.45
0.57;0.429;0.499
0.993;0.917;0.955
0.122;0.071;0.097
0.462;0.267;0.365
0.823;0.846;0.835
0.816;0.714;0.765
0.816;0.786;0.801
0.907;0.833;0.87
0.644;0.667;0.655
1.0;1.0;1.0
0.697;0.692;0.694
0.786;0.833;0.809
0.759;0.538;0.649
0.152;0.143;0.147
0.563;0.429;0.496
0.81;0.643;0.727
0.522;0.6;0.561
0.638;0.533;0.586
0.643;0.615;0.629
0.999;1.0;1.0
0.471;0.4;0.435
0.563;0.417;0.49
0.638;0.538;0.588
0.347;0.2;0.273
0.753;0.455;0.604
0.815;0.75;0.782
0.591;0.643;0.617
0.579;0.667;0.623
0.767;0.833;0.8
0.71;0.786;0.748
0.697;0.692;0.694
1.0;1.0;1.0
0.889;0.833;0.861
0.609;0.429;0.519
0.228;0.231;0.23
0.785;0.538;0.661
0.573;0.533;0.553
0.565;0.714;0.639
0.703;0.643;0.673
0.709;0.75;0.73
0.695;0.636;0.665
0.678;0.556;0.617
0.784;0.545;0.665
0.703;0.667;0.685
0.162;0.091;0.127
0.602;0.333;0.468
0.578;0.615;0.597
0.657;0.643;0.65
0.644;0.667;0.655
0.697;0.692;0.694
0.787;0.786;0.786
0.786;0.833;0.809
0.889;0.833;0.861
1.0;1.0;1.0
0.563;0.429;0.496
0.209;0.231;0.22
0.714;0.538;0.626
0.638;0.533;0.586
0.642;0.714;0.678
0.78;0.643;0.712
0.786;0.75;0.768
0.784;0.8;0.792
0.612;0.556;0.584
0.714;0.545;0.629
0.779;0.667;0.723
0.149;0.091;0.12
0.557;0.333;0.445
0.643;0.615;0.629
0.662;0.571;0.617
0.627;0.438;0.532
0.822;0.538;0.68
0.467;0.353;0.41
0.759;0.538;0.649
0.609;0.429;0.519
0.563;0.429;0.496
1.0;1.0;1.0
0.17;0.167;0.169
0.756;0.8;0.778
0.621;0.312;0.467
0.351;0.294;0.323
0.462;0.235;0.349
0.467;0.333;0.4
0.759;0.545;0.652
0.535;0.444;0.49
0.756;0.778;0.767
0.462;0.267;0.365
0.395;0.222;0.308
0.992;0.875;0.933
0.626;0.429;0.527
0.143;0.143;0.143
0.127;0.118;0.122
0.163;0.143;0.153
0.169;0.188;0.178
0.152;0.143;0.147
0.228;0.231;0.23
0.209;0.231;0.22
0.17;0.167;0.169
1.0;1.0;1.0
0.239;0.273;0.256
0.128;0.133;0.131
0.04;0.125;0.083
0.17;0.214;0.192
0.169;0.231;0.2
0.152;0.182;0.167
0.315;0.5;0.407
0.24;0.333;0.286
0.17;0.25;0.21
0.299;0.4;0.35
0.171;0.222;0.197
0.127;0.143;0.135
0.503;0.5;0.502
0.467;0.353;0.41
0.609;0.429;0.519
0.571;0.438;0.504
0.563;0.429;0.496
0.785;0.538;0.661
0.714;0.538;0.626
0.756;0.8;0.778
0.239;0.273;0.256
1.0;1.0;1.0
0.462;0.235;0.349
0.434;0.375;0.404
0.564;0.312;0.438
0.57;0.429;0.499
0.563;0.417;0.49
0.718;0.625;0.671
0.999;1.0;1.0
0.564;0.357;0.46
0.169;0.1;0.135
0.749;0.667;0.708
0.467;0.333;0.4
0.994;0.786;0.89
0.994;0.857;0.925
0.744;0.643;0.694
0.818;0.733;0.775
0.81;0.643;0.727
0.573;0.533;0.553
0.638;0.533;0.586
0.621;0.312;0.467
0.128;0.133;0.131
0.462;0.235;0.349
1.0;1.0;1.0
0.696;0.667;0.681
0.823;0.846;0.835
0.818;0.769;0.793
0.81;0.667;0.739
0.381;0.231;0.306
0.462;0.267;0.365
0.823;0.833;0.828
0.285;0.167;0.226
0.625;0.385;0.505
0.994;0.917;0.956
0.716;0.786;0.751
0.702;0.8;0.751
0.457;0.6;0.528
0.855;0.929;0.892
0.522;0.6;0.561
0.565;0.714;0.639
0.642;0.714;0.678
0.351;0.294;0.323
0.04;0.125;0.083
0.434;0.375;0.404
0.696;0.667;0.681
1.0;1.0;1.0
0.848;0.786;0.817
0.854;0.917;0.885
0.521;0.538;0.53
0.336;0.333;0.335
0.434;0.357;0.395
0.848;0.833;0.841
0.0;0.0;0.0
0.346;0.2;0.273
0.701;0.769;0.735
0.835;0.714;0.774
0.818;0.733;0.775
0.573;0.533;0.553
0.993;0.857;0.925
0.638;0.533;0.586
0.703;0.643;0.673
0.78;0.643;0.712
0.462;0.235;0.349
0.17;0.214;0.192
0.564;0.312;0.438
0.823;0.846;0.835
0.848;0.786;0.817
1.0;1.0;1.0
0.993;0.917;0.955
0.638;0.538;0.588
0.476;0.333;0.404
0.565;0.357;0.461
0.999;1.0;1.0
0.123;0.077;0.1
0.464;0.286;0.375
0.818;0.769;0.793
0.84;0.846;0.843
0.823;0.846;0.835
0.578;0.615;0.597
0.999;1.0;1.0
0.643;0.615;0.629
0.709;0.75;0.73
0.786;0.75;0.768
0.467;0.333;0.4
0.169;0.231;0.2
0.57;0.429;0.499
0.818;0.769;0.793
0.854;0.917;0.885
0.993;0.917;0.955
1.0;1.0;1.0
0.644;0.667;0.655
0.48;0.4;0.44
0.571;0.438;0.504
0.993;0.857;0.925
0.116;0.056;0.086
0.462;0.235;0.349
0.824;0.867;0.845
0.815;0.692;0.753
0.815;0.75;0.782
0.906;0.8;0.853
0.643;0.615;0.629
0.999;1.0;1.0
0.695;0.636;0.665
0.784;0.8;0.792
0.759;0.545;0.652
0.152;0.182;0.167
0.563;0.417;0.49
0.81;0.667;0.739
0.521;0.538;0.53
0.638;0.538;0.588
0.644;0.667;0.655
1.0;1.0;1.0
0.47;0.385;0.427
0.563;0.429;0.496
0.638;0.533;0.586
0.325;0.143;0.234
0.752;0.385;0.569
0.816;0.786;0.801
0.394;0.308;0.351
0.386;0.308;0.347
0.512;0.4;0.456
0.482;0.417;0.45
0.471;0.4;0.435
0.678;0.556;0.617
0.612;0.556;0.584
0.535;0.444;0.49
0.315;0.5;0.407
0.718;0.625;0.671
0.381;0.231;0.306
0.336;0.333;0.335
0.476;0.333;0.404
0.48;0.4;0.44
0.47;0.385;0.427
1.0;1.0;1.0
0.715;0.6;0.657
0.474;0.267;0.37
0.198;0.091;0.145
0.526;0.273;0.4
0.386;0.312;0.349
0.502;0.462;0.482
0.467;0.333;0.4
0.608;0.417;0.512
0.57;0.429;0.499
0.563;0.417;0.49
0.784;0.545;0.665
0.714;0.545;0.629
0.756;0.778;0.767
0.24;0.333;0.286
0.999;1.0;1.0
0.462;0.267;0.365
0.434;0.357;0.395
0.565;0.357;0.461
0.571;0.438;0.504
0.563;0.429;0.496
0.715;0.6;0.657
1.0;1.0;1.0
0.564;0.312;0.438
0.158;0.077;0.117
0.749;0.6;0.674
0.467;0.353;0.41
0.835;0.769;0.802
0.818;0.769;0.793
0.573;0.538;0.555
0.993;0.917;0.955
0.638;0.538;0.588
0.703;0.667;0.685
0.779;0.667;0.723
0.462;0.267;0.365
0.17;0.25;0.21
0.564;0.357;0.46
0.823;0.833;0.828
0.848;0.833;0.841
0.999;1.0;1.0
0.993;0.857;0.925
0.638;0.533;0.586
0.474;0.267;0.37
0.564;0.312;0.438
1.0;1.0;1.0
0.117;0.062;0.089
0.464;0.267;0.366
0.818;0.733;0.775
0.284;0.154;0.219
0.283;0.154;0.218
0.377;0.2;0.288
0.122;0.071;0.097
0.347;0.2;0.273
0.162;0.091;0.127
0.149;0.091;0.12
0.395;0.222;0.308
0.299;0.4;0.35
0.169;0.1;0.135
0.285;0.167;0.226
0.0;0.0;0.0
0.123;0.077;0.1
0.116;0.056;0.086
0.325;0.143;0.234
0.198;0.091;0.145
0.158;0.077;0.117
0.117;0.062;0.089
1.0;1.0;1.0
0.37;0.2;0.285
0.269;0.118;0.194
0.656;0.462;0.559
0.622;0.357;0.489
0.815;0.455;0.635
0.462;0.267;0.365
0.753;0.455;0.604
0.602;0.333;0.468
0.557;0.333;0.445
0.992;0.875;0.933
0.171;0.222;0.197
0.749;0.667;0.708
0.625;0.385;0.505
0.346;0.2;0.273
0.464;0.286;0.375
0.462;0.235;0.349
0.752;0.385;0.569
0.526;0.273;0.4
0.749;0.6;0.674
0.464;0.267;0.366
0.37;0.2;0.285
1.0;1.0;1.0
0.621;0.312;0.467
0.999;0.923;0.961
0.999;1.0;1.0
0.749;0.75;0.75
0.823;0.846;0.835
0.815;0.75;0.782
0.578;0.615;0.597
0.643;0.615;0.629
0.626;0.429;0.527
0.127;0.143;0.135
0.467;0.333;0.4
0.994;0.917;0.956
0.701;0.769;0.735
0.818;0.769;0.793
0.824;0.867;0.845
0.816;0.786;0.801
0.386;0.312;0.349
0.467;0.353;0.41
0.818;0.733;0.775
0.269;0.118;0.194
0.621;0.312;0.467
1.0;1.0;1.0
