id_transcript;block_sequence
ENSCAFT00000022170_90_90;0.2.7.8.9.12.13.14.18.19.20.21.22.23
ENST00000264731_90_90;0.2.7.8.9.12.13.17.18.19.20.21.22.23
ENST00000320472_90_90;0.2.7.8.9.12.13.17.18.21.22
ENST00000354600_90_90;1.2.7.8.9.12.13.17.18.19.20.21.22.23
ENST00000392460_90_90;0.2.7.8.9.12.13.17.18.19.21
ENST00000392461_90_90;1.2.7.8.9.12.13.17.18.21.22
ENST00000392463_90_90;1.2.7.8.9.12.13.17.18.19.21
ENST00000418709_90_90;0.2.7.8.9.12.13.14.15
ENST00000434928_90_90;1.2.4.6.7
ENST00000437221_90_90;1.2.7.8.9.12.13.14.15
ENST00000440651_90_90;0.2.7.8.13.17.18.19.20.21.22.23
ENST00000449992_90_90;1.7.8.9.12.13.17.18.19.20.21.22.23
ENST00000456148_90_90;1.2.7.8.13.17.18.19.20.21.22.23
ENSMUST00000040231_90_90;1.2.7.8.9.10.13.16.18.19.20.21.22.23
ENSMUST00000065523_90_90;0.2.7.8.9.10.13.16.18.19.21
ENSMUST00000115304_90_90;1.2.7.8.9.10.11
ENSMUST00000115305_90_90;1.2.7.8.9.10.13.14.15
ENSMUST00000115306_90_90;1.2.7.8.13.16.18.19.20.21.22.23
ENSMUST00000115307_90_90;0.2.3.4.5
ENSMUST00000115308_90_90;0.2.7.8.13.14.15
ENSMUST00000115310_90_90;0.2.7.8.9.10.13.16.18.19.20.21.22.23
