id_transcript;block_sequence
ENSCAFT00000027448_90_90;0.1.2.5.6.7.8.9.10.11.12.13.18.19.20.21.22
ENSCAFT00000027452_90_90;3.4.5.6.7.8.9.10.11.12.13.18.19.20.21.23.26
ENST00000271850_90_90;0.1.2.5.6.7.8.9.10.11.12.13.14.15.16.20.21.25.26
ENST00000302206_90_90;9.10.11.12.17.18.19.20.21.25.26
ENST00000323144_90_90;3.4.5.6.7.8.9.10.11.12.17.18.19.20.21.24
ENST00000328159_90_90;3.4.5.6.7.8.9.10.11.12.13.14.15.16.20.21.22
ENST00000330188_90_90;3.4.5.6.7.8.9.10.11.12.17.18.19.20.21.25.26
ENST00000341372_90_90;3.6.7.8.9.10.11.12.13.14.15.16.20.21.25.26
ENST00000341485_90_90;3.4.5.6.12.13.14.15.16.20.21.25.26
ENST00000368530_90_90;0.1.2.5.6.7.8.9.10.11.12.17.18.19.20.21.22
ENST00000368531_90_90;3.4.5.6.7.8.9.10.11.12.13.14.15.16.20.21.24
ENST00000368533_90_90;3.4.5.6.7.8.9.10.11.12.13.14.15.16.20.21.25.26
ENST00000509409_90_90;3.4.8.9
ENST00000509601_90_90;3.4.5.6.7.15
ENST00000515609_90_90;0.1
ENST00000611659_90_90;3.4.5.6.7.8.9.10.11.12.13.14.15.16.21.25.26
ENSMUST00000029549_90_90;3.4.5.6.7.8.9.10.11.12.13.14.15.16.20.21.25.26
ENSMUST00000118566_90_90;3.4.5.6.7.8.9.10.11.12.17.18.19.20.21.22
ENSMUST00000119158_90_90;3.4.5.6.7.8.9.10.11.12.17.18.19.20.21.24
ENSMUST00000119570_90_90;0.1.2.5.6.7.8.9.10.11.12.13.14.15.16.20.21.25.26
ENSMUST00000121503_90_90;1.2.5.6.7.8.9.10.11.12.17.18.19.20.21.22
ENSMUST00000127955_90_90;9.10
ENSMUST00000149432_90_90;9.10.11.12.17.18
